year,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Owner occupied expenditures,"3,611","4,105","4,681","5,035","5,605","6,366","6,962","7,541","8,074","8,519","8,927","8,775","9,026","9,308","9,669","10,191","10,513","11,075","11,477","11,812","11,996","12,423","15,233","16,806","15,406","15,124"
