Institutional sector,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Households,"604,724","628,795","662,880","716,225","774,985","850,383","915,992","1,004,900","1,108,155","1,202,079","1,210,728","1,289,325","1,351,954","1,418,201","1,484,119","1,561,545","1,614,535","1,700,853","1,812,236","1,880,588","1,937,551","2,131,097","2,528,831","2,823,960","2,994,510","3,089,636","3,209,319"
