S&P/TSX Composite index (^GSPTSE),,,,,,
"33,891.18-73.15(-0.22%)",,,,,,
At close: May 1 at 4:20:01 PM EDT,,,,,,
"Jan 01, 1990 - May 03, 2026",,,,,,
Historical Prices,,,,,,
Monthly,,,,,,
Currency in CAD,,,,,,
Download,,,,,,
Date,Open,High,Low,Close ,Adj Close ,Volume
01-May-08,"13,920.30","15,128.60","13,846.60","14,714.70","14,714.70","4,794,265,700"
01-Apr-08,"13,337.70","14,372.30","13,254.00","13,937.00","13,937.00","4,755,252,900"
01-Mar-08,"13,622.50","13,667.60","12,453.90","13,350.10","13,350.10","5,009,775,900"
01-Feb-08,"13,202.60","13,891.80","12,747.60","13,582.70","13,582.70","4,505,827,300"
01-Jan-08,"13,907.70","14,037.70","11,982.90","13,155.10","13,155.10","5,246,150,100"
01-Dec-07,"13,671.60","14,027.20","13,295.60","13,833.10","13,833.10","3,587,962,200"
01-Nov-07,"14,485.70","14,625.00","13,190.10","13,689.10","13,689.10","5,057,926,500"
01-Oct-07,"14,113.10","14,625.00","13,869.10","14,625.00","14,625.00","5,344,499,900"
01-Sep-07,"13,673.70","14,167.30","13,539.90","14,098.90","14,098.90","4,226,559,100"
01-Aug-07,"13,751.80","13,868.60","12,463.80","13,660.50","13,660.50","4,721,564,300"
01-Jul-07,"14,001.40","14,646.80","13,705.00","13,868.60","13,868.60","4,474,079,300"
01-Jun-07,"14,084.50","14,209.40","13,535.30","13,906.60","13,906.60","4,675,035,500"
01-May-07,"13,430.20","14,216.20","13,305.10","14,056.80","14,056.80","4,790,405,400"
01-Apr-07,"13,185.30","13,713.10","13,165.50","13,416.70","13,416.70","4,050,566,100"
01-Mar-07,"12,920.00","13,308.10","12,661.50","13,165.50","13,165.50","4,271,469,800"
01-Feb-07,"13,090.70","13,433.00","12,947.90","13,045.00","13,045.00","3,861,226,900"
01-Jan-07,"12,924.50","13,074.10","12,412.60","13,034.10","13,034.10","4,150,428,500"
01-Dec-06,"12,757.40","13,053.20","12,665.90","12,908.40","12,908.40","3,088,822,000"
01-Nov-06,"12,023.30","12,782.60","12,002.60","12,752.40","12,752.40","4,723,027,800"
01-Oct-06,"11,767.40","12,415.90","11,407.30","12,344.60","12,344.60","4,475,722,400"
01-Sep-06,"12,121.60","12,210.90","11,464.60","11,761.30","11,761.30","4,193,771,000"
01-Aug-06,"11,864.10","12,226.60","11,817.50","12,073.80","12,073.80","3,675,088,700"
01-Jul-06,"11,670.20","11,929.90","11,410.40","11,831.00","11,831.00","3,136,692,400"
01-Jun-06,"11,695.00","11,932.40","10,860.70","11,612.90","11,612.90","3,775,487,000"
01-May-06,"12,289.20","12,420.60","11,345.10","11,744.50","11,744.50","4,295,340,200"
01-Apr-06,"12,200.70","12,494.70","12,110.60","12,204.20","12,204.20","3,406,152,500"
01-Mar-06,"11,694.70","12,287.50","11,649.40","12,110.60","12,110.60","3,957,488,300"
01-Feb-06,"11,962.80","12,080.50","11,458.40","11,688.30","11,688.30","3,608,163,800"
01-Jan-06,"11,304.60","12,000.00","11,272.30","11,945.60","11,945.60","3,633,925,900"
01-Dec-05,"10,868.20","11,296.80","10,824.10","11,272.30","11,272.30","2,722,575,800"
01-Nov-05,"10,390.00","11,146.10","10,383.30","10,824.10","10,824.10","2,905,177,100"
01-Oct-05,"11,035.00","11,084.60","10,145.10","10,383.30","10,383.30","2,812,107,900"
01-Sep-05,"10,675.60","11,135.50","10,668.90","11,011.80","11,011.80","3,151,830,700"
01-Aug-05,"10,491.70","10,728.60","10,373.20","10,668.90","10,668.90","2,824,134,500"
01-Jul-05,"10,033.00","10,542.00","9,902.80","10,422.90","10,422.90","2,116,858,500"
01-Jun-05,"9,618.40","10,075.00","9,604.60","9,902.80","9,902.80","2,615,060,500"
01-May-05,"9,349.10","9,679.90","9,261.50","9,607.30","9,607.30","2,304,422,000"
01-Apr-05,"9,675.30","9,701.40","9,243.70","9,369.30","9,369.30","2,377,228,200"
01-Mar-05,"9,701.20","9,968.40","9,390.50","9,612.40","9,612.40","2,955,365,700"
01-Feb-05,"9,211.50","9,774.60","9,204.10","9,668.30","9,668.30","2,446,392,600"
01-Jan-05,"9,190.10","9,246.80","8,952.80","9,204.10","9,204.10","2,335,454,800"
01-Dec-04,"9,037.80","9,287.40","8,965.30","9,246.70","9,246.70","2,440,751,300"
01-Nov-04,"8,877.70","9,078.70","8,795.50","9,030.10","9,030.10","2,632,697,900"
01-Oct-04,"8,665.10","8,900.00","8,663.40","8,871.00","8,871.00","2,523,166,500"
01-Sep-04,"8,356.10","8,672.00","8,320.10","8,668.30","8,668.30","2,432,324,400"
01-Aug-04,"8,503.80","8,503.80","8,116.20","8,377.00","8,377.00","2,153,111,100"
01-Jul-04,"8,498.00","8,545.60","8,242.80","8,458.10","8,458.10","2,228,622,500"
01-Jun-04,"8,390.20","8,578.10","8,274.90","8,545.60","8,545.60","2,520,716,500"
01-May-04,"8,283.80","8,481.40","8,098.10","8,417.30","8,417.30","2,557,196,600"
01-Apr-04,"8,632.10","8,920.80","8,217.70","8,244.00","8,244.00","3,002,144,600"
