date,bc_vancouver,ab_calgary,on_toronto,on_ottawa,qc_montreal,ab_edmonton,canada_house_index,tsx_cad,sp500_usd,vt_usd,usd_cad,sp500_cad,vt_cad
2018-09-01,294.74,182.6,246.55,161.39,175.19,184.23,154.4196,16073.1,2913.97998,64.53,1.3034000000000001,3798.0815059320003,84.10840200000001
2018-10-01,289.94,179.86,246.42,160.36,177.36,181.35,154.4196,15027.3,2711.73999,59.76,1.300440909090909,3526.4576178137727,77.71434872727272
2018-11-01,289.23,178.26,248.65,161.71,176.17,180.23,154.4196,15197.8,2760.169922,60.8,1.32048,3644.7491786025603,80.285184
2018-12-01,284.4,179.54,247.75,166.5,177.25,176.48,154.286,14322.9,2506.850098,55.97,1.343611111111111,3368.2316455627774,75.20191388888888
2019-01-01,287.27,177.17,246.85,159.04,178.7,176.29,154.286,15540.6,2704.100098,60.9,1.330045,3596.5748148444095,80.99974049999999
2019-02-01,283.04,174.44,247.22,158.83,178.14,179.97,154.286,15999.0,2784.48999,62.62,1.3208722222222222,3677.9554808468333,82.71301855555555
2019-03-01,280.86,176.78,245.78,159.18,177.28,178.86,152.5901,16102.1,2834.399902,63.04,1.3370523809523809,3789.7411375402953,84.28778209523809
2019-04-01,283.54,175.65,249.05,162.87,177.54,176.59,152.5901,16580.7,2945.830078,65.48,1.3378136363636364,3940.9716487585547,87.60003690909092
2019-05-01,281.4,175.81,252.43,166.58,181.05,178.39,152.5901,16037.5,2752.060059,61.57,1.3459772727272727,3704.2102925944773,82.87182068181818
2019-06-01,278.42,176.29,256.0,169.77,182.21,178.81,151.8894,16382.2,2941.76001,65.01,1.32887,3909.2166244887,86.38983870000001
2019-07-01,275.12,178.88,258.52,173.33,186.84,179.12,151.8894,16406.6,2980.379883,65.5,1.3105227272727271,3905.8555725779315,85.83923863636363
2019-08-01,274.91,178.86,258.65,175.34,187.21,177.5,151.8894,16442.1,2926.459961,64.12,1.3273136363636364,3884.3302125074956,85.10735036363637
2019-09-01,274.6,177.8,256.82,173.99,187.99,178.66,151.7732,16658.6,2976.73999,65.2,1.3240500000000002,3941.3525837595007,86.32806000000002
2019-10-01,277.52,178.27,257.39,174.03,186.21,173.87,151.7732,16483.2,3037.560059,67.41,1.3189227272727273,4006.3069972709864,88.90858104545454
2019-11-01,278.37,179.7,258.76,175.31,188.24,178.19,151.7732,17040.2,3140.97998,69.13,1.323657894736842,4157.582947737368,91.50447026315788
2019-12-01,273.48,174.66,260.39,175.64,189.81,177.18,153.6002,17063.4,3230.780029,70.98,1.3168952380952381,4254.598835523296,93.473224
2020-01-01,278.66,172.17,258.49,173.98,189.0,174.25,153.6002,17318.5,3225.52002,70.41,1.3089095238095239,4221.913873416286,92.16031957142857
2020-02-01,285.05,174.8,262.1,175.93,194.75,171.21,153.6002,16263.1,2954.219971,65.32,1.3286368421052632,3925.0854931537424,86.78655852631579
2020-03-01,282.39,174.06,267.52,181.96,192.21,174.41,156.2749,13378.8,2584.590088,55.46,1.3960227272727272,3608.146503531818,77.42342045454545
2020-04-01,283.58,173.23,274.46,187.44,198.29,174.45,156.2749,14780.7,2912.429932,61.45,1.4047954545454546,4091.3683301557276,86.3246806818182
2020-05-01,285.65,174.16,278.9,188.31,197.71,175.66,156.2749,15192.8,3044.310059,64.65,1.3972,4253.5100144348,90.32898
2020-06-01,283.74,173.54,272.61,189.99,200.12,170.57,160.4669,15515.2,3100.290039,66.32,1.3551772727272728,4201.44259971555,89.87535672727273
2020-07-01,283.74,174.02,277.31,193.49,203.24,175.87,160.4669,16169.2,3271.120117,70.16,1.3496954545454545,4415.015953187095,94.69463309090908
2020-08-01,287.48,173.93,280.48,201.21,209.33,176.16,160.4669,16514.4,3500.310059,74.38,1.322890476190476,4630.526840764824,98.39659361904761
2020-09-01,289.65,174.04,280.76,203.2,211.49,178.77,161.8262,16121.4,3363.0,71.84,1.3229761904761905,4449.168928571428,95.04260952380953
2020-10-01,295.71,174.53,285.67,209.28,214.25,179.45,161.8262,15580.6,3269.959961,70.72,1.3217714285714286,4322.139649022343,93.47567542857144
2020-11-01,296.45,175.22,286.95,209.3,218.75,178.88,161.8262,17190.3,3621.629883,79.47,1.307261111111111,4734.415904883783,103.88804049999999
2020-12-01,295.81,175.11,284.02,210.19,218.05,177.98,165.1458,17433.4,3756.070068,82.89,1.2809190476190477,4811.221694292972,106.17537985714287
2021-01-01,299.32,173.39,285.15,209.73,221.16,177.45,165.1458,17337.0,3714.23999,83.2,1.272461111111111,4726.225944608722,105.86876444444444
2021-02-01,304.71,177.42,291.07,206.58,221.46,178.53,165.1458,18060.3,3811.149902,85.42,1.2696473684210527,4838.816443732453,108.45327821052632
2021-03-01,310.59,179.68,300.53,217.16,225.18,179.43,167.5337,18700.7,3972.889893,87.63,1.256895652173913,4993.508033077383,110.14176599999999
2021-04-01,317.66,180.15,312.07,227.87,231.18,179.5,167.5337,19108.3,4181.169922,91.49,1.2494454545454545,5224.143753725073,114.31176463636363
2021-05-01,325.37,184.91,322.0,238.58,236.34,184.97,167.5337,19731.0,4204.109863,92.93,1.21248,5097.399126690239,112.67576640000001
2021-06-01,336.93,187.38,324.88,245.51,245.37,185.42,176.1755,20165.6,4297.5,93.56,1.2220409090909092,5251.720806818183,114.33414745454547
2021-07-01,337.72,188.54,327.35,252.46,248.69,185.98,176.1755,20287.8,4395.259766,94.61,1.2530428571428571,5507.448855073686,118.55038471428571
2021-08-01,332.72,189.49,328.36,253.86,250.98,188.34,176.1755,20582.9,4522.680176,96.75,1.2598954545454546,5698.104196105236,121.89488522727274
2021-09-01,333.52,188.17,328.47,243.88,245.67,187.3,177.8443,20070.3,4307.540039,92.41,1.2671095238095238,5458.125007607749,117.0935910952381
2021-10-01,333.83,189.51,328.3,244.55,247.38,187.78,177.8443,21037.1,4605.379883,97.55,1.24336,5726.14513132688,121.289768
2021-11-01,337.04,189.81,336.08,245.57,251.12,186.96,177.8443,20660.0,4567.0,95.0,1.2566950000000001,5739.326065,119.38602500000002
2021-12-01,343.94,189.97,337.27,241.82,254.34,184.94,179.6678,21222.8,4766.180176,97.88,1.2800380952380952,6100.892194048609,125.29012876190475
2022-01-01,348.3,189.58,347.92,242.7,251.1,188.75,179.6678,21098.3,4515.549805,94.1,1.262235,5699.685008114175,118.77631349999999
2022-02-01,355.33,190.25,355.35,244.5,254.47,188.37,179.6678,21126.4,4373.939941,91.49,1.2711,5559.715059005099,116.29293899999999
2022-03-01,363.2,193.18,369.15,257.82,260.92,186.47,198.607,21890.2,4530.410156,92.98,1.2660347826086957,5735.656836979687,117.71591408695653
2022-04-01,375.88,194.77,383.44,269.56,271.57,185.22,198.607,20762.0,4131.930176,85.67,1.2628190476190477,5217.880129684724,108.18570780952382
2022-05-01,374.57,195.52,386.09,273.13,276.12,181.23,198.607,20729.3,4132.149902,86.09,1.2859142857142858,5313.590589694686,110.70436085714287
2022-06-01,374.67,204.11,378.57,278.17,286.35,186.87,187.6682,18861.4,3785.379883,78.54,1.2804238095238094,4846.890530285652,100.564486
2022-07-01,367.89,212.43,368.61,273.88,280.97,191.91,187.6682,19692.9,4130.290039,84.63,1.293625,5343.046451701376,109.47948375
2022-08-01,360.63,215.18,353.91,265.28,281.38,197.07,187.6682,19330.8,3955.0,81.2,1.2917478260869566,5108.862652173913,104.88992347826088
2022-09-01,346.45,215.88,343.19,256.03,272.21,197.71,169.2519,18444.2,3585.620117,73.11,1.333852380952381,4782.687930251205,97.51794757142858
2022-10-01,346.02,220.14,340.06,251.48,268.07,201.87,169.2519,19426.1,3871.97998,78.14,1.368935,5300.4889139213,106.9685809
2022-11-01,339.42,217.44,336.2,246.49,262.92,201.24,169.2519,20453.3,4080.110107,84.62,1.34571,5490.6449720909695,113.8739802
2022-12-01,338.94,213.55,330.79,239.39,260.66,196.66,160.5654,19384.9,3839.5,80.27,1.358542857142857,5216.1253,109.05023514285713
2023-01-01,326.04,211.07,332.75,242.17,258.28,194.92,160.5654,20767.4,4076.600098,87.04,1.34222,5471.69418353756,116.8268288
2023-02-01,341.37,207.04,324.08,238.77,256.4,191.93,160.5654,20221.2,3970.149902,84.28,1.345442105263158,5341.606842357201,113.39386063157896
2023-03-01,345.08,207.87,324.32,245.71,258.71,190.62,159.7024,20099.9,4109.310059,86.4,1.3682739130434782,5622.661754336857,118.21886608695652
2023-04-01,343.74,208.28,336.65,243.47,263.13,184.46,159.7024,20636.5,4169.47998,87.91,1.3484450000000001,5622.314431631101,118.54179995000001
2023-05-01,342.4,211.83,346.33,247.28,267.74,190.15,159.7024,19572.2,4179.830078,86.85,1.3517181818181818,5649.952313343109,117.39672409090909
2023-06-01,355.94,217.41,353.13,254.94,275.95,189.35,165.2839,20155.3,4450.379883,91.28,1.3286047619047618,5912.795904838957,121.27504266666666
2023-07-01,365.76,219.37,360.78,258.98,273.59,191.78,165.2839,20626.6,4588.959961,95.31,1.3211249999999999,6062.589728476124,125.91642374999999
2023-08-01,370.36,228.44,358.98,259.25,276.71,196.48,165.2839,20292.6,4507.660156,92.6,1.3478391304347825,6075.600744958556,124.80990347826085
2023-09-01,366.6,228.89,354.11,256.04,270.09,196.32,162.7144,19541.3,4288.049805,88.29,1.35309,5802.117310647449,119.4643161
2023-10-01,362.5,229.89,345.15,250.11,278.68,194.55,162.7144,18873.5,4193.799805,86.08,1.3712190476190476,5750.618174517047,118.03453561904762
2023-11-01,360.85,228.61,341.37,255.95,271.16,196.7,162.7144,20236.3,4567.799805,93.83,1.370665,6260.923319720325,128.60949695
2023-12-01,355.14,232.29,334.69,248.33,270.71,193.53,156.2966,20958.4,4769.830078,97.89,1.34162,6399.29942924636,131.3311818
2024-01-01,346.48,229.29,336.15,249.61,271.95,197.21,156.2966,21021.9,4845.649902,98.67,1.3422714285714286,6504.177416314543,132.44192185714286
2024-02-01,348.26,232.06,339.44,251.48,267.63,194.5,156.2966,21363.6,5096.27002,103.1,1.349995,6879.9390456499,139.1844845
2024-03-01,363.06,237.63,343.94,251.57,267.04,198.15,156.4211,22167.0,5254.350098,105.98,1.353557142857143,7112.063106220029,143.44998600000002
2024-04-01,367.71,241.55,348.3,256.84,279.24,201.73,156.4211,21714.5,5035.689941,102.58,1.3673545454545455,6885.573530326082,140.26322927272727
2024-05-01,372.33,246.62,356.1,263.35,282.35,201.39,156.4211,22269.1,5277.509766,107.29,1.366659090909091,7212.55669906541,146.62885386363638
2024-06-01,372.66,249.25,355.99,265.8,287.53,205.78,156.3798,21875.8,5460.47998,108.44,1.370536842105263,7483.78898816821,148.62101515789473
2024-07-01,373.34,252.43,355.69,266.25,285.57,207.88,156.3798,23110.8,5522.299805,111.15,1.3714272727272727,7573.432560753499,152.43414136363637
2024-08-01,376.36,251.31,349.6,269.77,290.49,205.96,156.3798,23346.2,5648.399902,113.75,1.3655,7712.890066180999,155.325625
2024-09-01,366.72,253.13,344.83,264.7,288.6,208.13,153.045,24000.4,5762.47998,115.84,1.3546200000000002,7805.970630507601,156.91918080000002
2024-10-01,364.17,253.29,341.45,263.54,288.44,208.8,153.045,24156.9,5705.450195,113.71,1.375668181818182,7848.806296209842,156.42722895454546
2024-11-01,366.52,251.08,340.31,263.44,289.66,207.04,153.045,25648.0,6032.379883,118.42,1.397278947368421,8428.917413044679,165.46577294736844
2024-12-01,367.51,250.95,338.94,258.95,291.02,207.05,150.5615,24727.9,5881.629883,114.09,1.424704761904762,8379.586102071447,162.5445662857143
2025-01-01,359.14,248.99,339.63,262.21,290.61,209.05,150.5615,25533.1,6040.529785,118.46,1.438861904761905,8691.48819221612,170.44758123809524
2025-02-01,358.89,248.56,338.47,262.24,289.67,207.28,150.5615,25393.5,5954.5,117.97,1.429863157894737,8514.12017368421,168.68095673684212
2025-03-01,366.97,251.01,339.74,265.58,292.83,209.0,150.6479,24917.5,5611.850098,113.45,1.4355761904761903,8056.238385210275,162.8661188095238
2025-04-01,365.08,253.43,336.17,264.52,297.78,211.48,150.6479,24841.7,5569.060059,114.45,1.3981409090909092,7786.330693672133,160.01722704545455
2025-05-01,356.38,257.85,334.25,269.69,303.84,212.43,150.6479,26175.1,5911.689941,121.1,1.386695238095238,8197.712290280218,167.92879333333332
2025-06-01,357.4,257.94,332.17,269.75,310.72,217.16,149.181,26857.1,6204.950195,126.16,1.36683,8481.11207503185,172.4392728
2025-07-01,357.14,258.06,329.02,272.26,305.27,218.88,149.181,27259.8,6339.390137,128.15,1.3691090909090908,8679.316667386127,175.45132999999998
2025-08-01,355.97,258.99,327.56,273.0,304.94,219.11,149.181,28564.5,6460.259766,131.94,1.3797190476190475,8913.343451717172,182.04013114285712
2025-09-01,348.3,257.09,321.15,267.04,306.45,218.67,145.2817,30022.8,6688.459961,135.91,1.3834285714285715,9253.006608903428,188.02177714285713
2025-10-01,347.9,257.65,317.02,267.84,303.43,219.96,145.2817,30260.7,6840.200195,139.15,1.3987681818181819,9567.854390032524,194.63859250000002
2025-11-01,346.93,255.24,317.69,264.78,305.29,217.97,145.2817,31382.8,6849.089844,139.44,1.4056166666666667,9627.1948362238,195.999188
2025-12-01,345.84,256.04,312.5,266.83,302.97,217.7,142.2693,31712.8,6845.5,139.61,1.379490909090909,9443.305018181818,192.59072581818185
