date,tsx_cad,sp500_usd,vt_usd,usd_cad,sp500_cad,vt_cad
2014-03-01,14335.3,1872.339966,45.68,1.1106809523809524,2079.5723366178,50.73590590476191
2014-04-01,14651.9,1883.949951,46.28,1.099209090909091,2070.8549129569365,50.87139672727273
2014-05-01,14604.2,1923.569946,47.23,1.0893857142857142,2095.5096196017425,51.45168728571428
2014-06-01,15146.0,1960.22998,47.91,1.0830380952380954,2123.0037437678097,51.888355142857144
2014-07-01,15330.7,1930.670044,47.42,1.0739181818181818,2073.381663343309,50.925200181818184
2014-08-01,15625.7,2003.369995,48.68,1.0926333333333333,2188.9488355368335,53.18939066666667
2014-09-01,14960.5,1972.290039,46.84,1.101052380952381,2171.594643369614,51.573293523809525
2014-10-01,14613.3,2018.050049,47.5,1.1211545454545453,2262.545985391118,53.2548409090909
2014-11-01,14744.7,2067.560059,48.1,1.132538888888889,2341.592171930906,54.47512055555556
2014-12-01,14632.4,2058.899902,46.85,1.1531619047619048,2374.244932704419,54.02563523809524
2015-01-01,14673.5,1994.98999,46.38,1.21219,2418.3069159781003,56.221372200000005
2015-02-01,15234.3,2104.5,49.14,1.2499052631578949,2630.42562631579,61.420344631578956
2015-03-01,14902.4,2067.889893,48.3,1.2618318181818182,2609.3292634839954,60.946476818181814
2015-04-01,15224.5,2085.51001,49.78,1.233681818181818,2572.8557809731815,61.41268090909091
2015-05-01,15014.1,2107.389893,49.95,1.21764,2566.0422293125202,60.821118000000006
2015-06-01,14553.3,2063.110107,48.49,1.2364954545454545,2551.0262695322863,59.95766459090909
2015-07-01,14468.4,2103.840088,49.08,1.2863136363636363,2706.1981939228726,63.13227327272727
2015-08-01,13859.1,1972.180054,45.83,1.3147238095238096,2592.8720736617524,60.25379219047619
2015-09-01,13307.0,1920.030029,43.91,1.3265809523809524,2547.0752644708477,58.25016961904762
2015-10-01,13529.2,2079.360107,47.34,1.3072238095238096,2718.189040444376,61.883975142857146
2015-11-01,13469.8,2080.409912,47.3,1.3278526315789474,2762.4777764121263,62.80742947368421
2015-12-01,13010.0,2043.939941,45.97,1.3712545454545455,2802.7619347323457,63.03657145454545
2016-01-01,12822.1,1940.23999,43.56,1.4208105263157895,2756.7134013708423,61.8905065263158
2016-02-01,12860.4,1932.22998,43.07,1.37969,2665.8783811062003,59.423248300000004
2016-03-01,13494.4,2059.73999,46.33,1.3226391304347827,2724.292709295348,61.27787091304348
2016-04-01,13951.5,2065.300049,46.98,1.2818142857142856,2647.331107094614,60.21963514285713
2016-05-01,14065.8,2096.949951,47.28,1.2945285714285715,2714.561624425243,61.20531085714286
2016-06-01,14064.5,2098.860107,46.82,1.2894045454545455,2706.279762239014,60.369920818181825
2016-07-01,14582.7,2173.600098,49.15,1.3052350000000001,2837.05892391303,64.15230025000001
2016-08-01,14598.0,2170.949951,49.32,1.299782608695652,2821.762990658478,64.10527826086957
2016-09-01,14725.9,2168.27002,49.45,1.3107761904761905,2842.1167167393332,64.81788261904762
2016-10-01,14787.3,2126.149902,48.73,1.325095,2817.35060439069,64.57187934999999
2016-11-01,15082.9,2198.810059,49.31,1.3434149999999998,2953.9144154114842,66.24379364999999
2016-12-01,15287.6,2238.830078,49.83,1.3339190476190477,2986.4180854266383,66.46918614285714
2017-01-01,15386.0,2278.870117,51.71,1.3183052631578946,3004.246469294347,68.16956515789474
2017-02-01,15399.2,2363.639893,53.1,1.3109157894736843,3098.5328563635894,69.60962842105263
2017-03-01,15547.8,2362.719971,53.68,1.3387,3162.9732251777,71.861416
2017-04-01,15586.1,2384.199951,54.76,1.343705,3203.661395158455,73.58128579999999
2017-05-01,15349.9,2411.800049,55.83,1.3605727272727273,3281.4293703044273,75.96077536363636
2017-06-01,15182.2,2423.409912,55.79,1.3294863636363636,3221.8904315052,74.17204422727272
2017-07-01,15143.9,2470.300049,57.67,1.26904,3134.9095741829597,73.1855368
2017-08-01,15211.9,2471.649902,57.91,1.2607695652173911,3116.1809723141478,73.01116552173912
2017-09-01,15634.9,2519.360107,58.83,1.227875,3093.459291382625,72.23588625000001
2017-10-01,16025.6,2575.26001,60.37,1.2606904761904763,3246.6057683211907,76.10788404761905
2017-11-01,16067.5,2647.580078,61.52,1.277335,3381.84669893213,78.58164920000002
2017-12-01,16209.1,2673.610107,62.09,1.27687,3413.85253732509,79.2808583
2018-01-01,15951.7,2823.810059,65.93,1.242904761904762,3509.726969045667,81.94471095238096
2018-02-01,15442.7,2713.830078,63.0,1.258821052631579,3416.2264354512004,79.30572631578949
2018-03-01,15367.3,2640.870117,61.97,1.2932545454545454,3415.317282765327,80.14298418181818
2018-04-01,15607.9,2648.050049,62.45,1.2731619047619047,3371.396444289695,79.50896095238096
2018-05-01,16061.5,2705.27002,62.81,1.2866272727272727,3480.6741878234543,80.81305900000001
2018-06-01,16277.7,2718.370117,61.97,1.312452380952381,3567.731332366452,81.33267404761905
2018-07-01,16434.0,2816.290039,64.23,1.3133428571428571,3698.7544063632286,84.35601171428571
2018-08-01,16262.9,2901.52002,64.78,1.3042478260869566,3784.3011784327828,84.48917417391304
2018-09-01,16073.1,2913.97998,64.53,1.3034000000000001,3798.0815059320003,84.10840200000001
2018-10-01,15027.3,2711.73999,59.76,1.300440909090909,3526.4576178137727,77.71434872727272
2018-11-01,15197.8,2760.169922,60.8,1.32048,3644.7491786025603,80.285184
2018-12-01,14322.9,2506.850098,55.97,1.343611111111111,3368.2316455627774,75.20191388888888
2019-01-01,15540.6,2704.100098,60.9,1.330045,3596.5748148444095,80.99974049999999
2019-02-01,15999.0,2784.48999,62.62,1.3208722222222222,3677.9554808468333,82.71301855555555
2019-03-01,16102.1,2834.399902,63.04,1.3370523809523809,3789.7411375402953,84.28778209523809
2019-04-01,16580.7,2945.830078,65.48,1.3378136363636364,3940.9716487585547,87.60003690909092
2019-05-01,16037.5,2752.060059,61.57,1.3459772727272727,3704.2102925944773,82.87182068181818
2019-06-01,16382.2,2941.76001,65.01,1.32887,3909.2166244887,86.38983870000001
2019-07-01,16406.6,2980.379883,65.5,1.3105227272727271,3905.8555725779315,85.83923863636363
2019-08-01,16442.1,2926.459961,64.12,1.3273136363636364,3884.3302125074956,85.10735036363637
2019-09-01,16658.6,2976.73999,65.2,1.3240500000000002,3941.3525837595007,86.32806000000002
2019-10-01,16483.2,3037.560059,67.41,1.3189227272727273,4006.3069972709864,88.90858104545454
2019-11-01,17040.2,3140.97998,69.13,1.323657894736842,4157.582947737368,91.50447026315788
2019-12-01,17063.4,3230.780029,70.98,1.3168952380952381,4254.598835523296,93.473224
2020-01-01,17318.5,3225.52002,70.41,1.3089095238095239,4221.913873416286,92.16031957142857
2020-02-01,16263.1,2954.219971,65.32,1.3286368421052632,3925.0854931537424,86.78655852631579
2020-03-01,13378.8,2584.590088,55.46,1.3960227272727272,3608.146503531818,77.42342045454545
2020-04-01,14780.7,2912.429932,61.45,1.4047954545454546,4091.3683301557276,86.3246806818182
2020-05-01,15192.8,3044.310059,64.65,1.3972,4253.5100144348,90.32898
2020-06-01,15515.2,3100.290039,66.32,1.3551772727272728,4201.44259971555,89.87535672727273
2020-07-01,16169.2,3271.120117,70.16,1.3496954545454545,4415.015953187095,94.69463309090908
2020-08-01,16514.4,3500.310059,74.38,1.322890476190476,4630.526840764824,98.39659361904761
2020-09-01,16121.4,3363.0,71.84,1.3229761904761905,4449.168928571428,95.04260952380953
2020-10-01,15580.6,3269.959961,70.72,1.3217714285714286,4322.139649022343,93.47567542857144
2020-11-01,17190.3,3621.629883,79.47,1.307261111111111,4734.415904883783,103.88804049999999
2020-12-01,17433.4,3756.070068,82.89,1.2809190476190477,4811.221694292972,106.17537985714287
2021-01-01,17337.0,3714.23999,83.2,1.272461111111111,4726.225944608722,105.86876444444444
2021-02-01,18060.3,3811.149902,85.42,1.2696473684210527,4838.816443732453,108.45327821052632
2021-03-01,18700.7,3972.889893,87.63,1.256895652173913,4993.508033077383,110.14176599999999
2021-04-01,19108.3,4181.169922,91.49,1.2494454545454545,5224.143753725073,114.31176463636363
2021-05-01,19731.0,4204.109863,92.93,1.21248,5097.399126690239,112.67576640000001
2021-06-01,20165.6,4297.5,93.56,1.2220409090909092,5251.720806818183,114.33414745454547
2021-07-01,20287.8,4395.259766,94.61,1.2530428571428571,5507.448855073686,118.55038471428571
2021-08-01,20582.9,4522.680176,96.75,1.2598954545454546,5698.104196105236,121.89488522727274
2021-09-01,20070.3,4307.540039,92.41,1.2671095238095238,5458.125007607749,117.0935910952381
2021-10-01,21037.1,4605.379883,97.55,1.24336,5726.14513132688,121.289768
2021-11-01,20660.0,4567.0,95.0,1.2566950000000001,5739.326065,119.38602500000002
2021-12-01,21222.8,4766.180176,97.88,1.2800380952380952,6100.892194048609,125.29012876190475
2022-01-01,21098.3,4515.549805,94.1,1.262235,5699.685008114175,118.77631349999999
2022-02-01,21126.4,4373.939941,91.49,1.2711,5559.715059005099,116.29293899999999
2022-03-01,21890.2,4530.410156,92.98,1.2660347826086957,5735.656836979687,117.71591408695653
2022-04-01,20762.0,4131.930176,85.67,1.2628190476190477,5217.880129684724,108.18570780952382
2022-05-01,20729.3,4132.149902,86.09,1.2859142857142858,5313.590589694686,110.70436085714287
2022-06-01,18861.4,3785.379883,78.54,1.2804238095238094,4846.890530285652,100.564486
2022-07-01,19692.9,4130.290039,84.63,1.293625,5343.046451701376,109.47948375
2022-08-01,19330.8,3955.0,81.2,1.2917478260869566,5108.862652173913,104.88992347826088
2022-09-01,18444.2,3585.620117,73.11,1.333852380952381,4782.687930251205,97.51794757142858
2022-10-01,19426.1,3871.97998,78.14,1.368935,5300.4889139213,106.9685809
