Time Series Search Export,Search term,Search filters,,Last update of Residential property prices data,Downloaded at,Source,Source URL,Download URL,About Residential property prices
,,,,2026-04-30,2026-05-03 06:11 CEST,BIS,"https://data.bis.org/topics/RPP/BIS,WS_SPP,1.0/Q.CA.R.628?","https://data.bis.org/topics/RPP/BIS,WS_SPP,1.0/Q.CA.R.628?&file_format=csv&format=long&split_frequencies=false&transposed=false&include=code",https://data.bis.org/topics/RPP

DATAFLOW_ID,KEY,FREQ,REF_AREA,VALUE,UNIT_MEASURE,Unit,Unit multiplier,TIME_PERIOD,OBS_CONF,OBS_PRE_BREAK,OBS_STATUS,OBS_VALUE
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2004-06-30,F,,A,76.8199
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2004-09-30,F,,A,74.8714
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2004-12-31,F,,A,77.3993
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2005-03-31,F,,A,79.9412
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2005-06-30,F,,A,81.2524
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2005-09-30,F,,A,81.9448
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2005-12-31,F,,A,82.9798
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2006-03-31,F,,A,85.6578
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2006-06-30,F,,A,88.764
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2006-09-30,F,,A,90.9982
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2006-12-31,F,,A,91.8116
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2007-03-31,F,,A,93.7553
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2007-06-30,F,,A,96.4194
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2007-09-30,F,,A,98.4359
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2007-12-31,F,,A,98.7641
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2008-03-31,F,,A,99.9306
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2008-06-30,F,,A,98.653
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2008-09-30,F,,A,95.68
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2008-12-31,F,,A,93.3232
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2009-03-31,F,,A,90.6825
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2009-06-30,F,,A,91.9593
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2009-09-30,F,,A,95.0574
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2009-12-31,F,,A,97.6107
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2010-03-31,F,,A,100.2438
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2010-06-30,F,,A,101.3371
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2010-09-30,F,,A,99.7146
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2010-12-31,F,,A,98.7219
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2011-03-31,F,,A,100.5969
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2011-06-30,F,,A,102.5685
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2011-09-30,F,,A,103.7585
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2011-12-31,F,,A,103.6796
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2012-03-31,F,,A,105.5386
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2012-06-30,F,,A,106.9303
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2012-09-30,F,,A,106.0767
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2012-12-31,F,,A,104.7044
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2013-03-31,F,,A,105.4775
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2013-06-30,F,,A,107.0699
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2013-09-30,F,,A,107.4486
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2013-12-31,F,,A,108.0217
