Time Series Search Export,Search term,Search filters,,Last update of Residential property prices data,Downloaded at,Source,Source URL,Download URL,About Residential property prices
,,,,2026-04-30,2026-05-03 06:11 CEST,BIS,"https://data.bis.org/topics/RPP/BIS,WS_SPP,1.0/Q.CA.R.628?","https://data.bis.org/topics/RPP/BIS,WS_SPP,1.0/Q.CA.R.628?&file_format=csv&format=long&split_frequencies=false&transposed=false&include=code",https://data.bis.org/topics/RPP

DATAFLOW_ID,KEY,FREQ,REF_AREA,VALUE,UNIT_MEASURE,Unit,Unit multiplier,TIME_PERIOD,OBS_CONF,OBS_PRE_BREAK,OBS_STATUS,OBS_VALUE
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2014-03-31,F,,A,109.3543
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2014-06-30,F,,A,110.5261
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2014-09-30,F,,A,111.0363
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2014-12-31,F,,A,111.8501
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2015-03-31,F,,A,114.857
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2015-06-30,F,,A,117.4469
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2015-09-30,F,,A,119.1831
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2015-12-31,F,,A,120.847
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2016-03-31,F,,A,126.8984
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2016-06-30,F,,A,133.3705
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2016-09-30,F,,A,137.1935
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2016-12-31,F,,A,138.2738
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2017-03-31,F,,A,146.4193
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2017-06-30,F,,A,153.8374
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2017-09-30,F,,A,155.6623
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2017-12-31,F,,A,154.6915
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2018-03-31,F,,A,154.147
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2018-06-30,F,,A,154.8542
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2018-09-30,F,,A,154.4196
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2018-12-31,F,,A,154.286
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2019-03-31,F,,A,152.5901
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2019-06-30,F,,A,151.8894
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2019-09-30,F,,A,151.7732
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2019-12-31,F,,A,153.6002
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2020-03-31,F,,A,156.2749
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2020-06-30,F,,A,160.4669
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2020-09-30,F,,A,161.8262
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2020-12-31,F,,A,165.1458
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2021-03-31,F,,A,167.5337
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2021-06-30,F,,A,176.1755
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2021-09-30,F,,A,177.8443
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2021-12-31,F,,A,179.6678
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2022-03-31,F,,A,198.607
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2022-06-30,F,,A,187.6682
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2022-09-30,F,,A,169.2519
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2022-12-31,F,,A,160.5654
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2023-03-31,F,,A,159.7024
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2023-06-30,F,,A,165.2839
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2023-09-30,F,,A,162.7144
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2023-12-31,F,,A,156.2966
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2024-03-31,F,,A,156.4211
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2024-06-30,F,,A,156.3798
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2024-09-30,F,,A,153.045
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2024-12-31,F,,A,150.5615
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2025-03-31,F,,A,150.6479
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2025-06-30,F,,A,149.181
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2025-09-30,F,,A,145.2817
"BIS,WS_SPP,1.0",Q.CA.R.628,Q,CA,R,628,"Index, 2010 = 100",Units,2025-12-31,F,,A,142.2693
