date,house_price_at_purchase,down_payment,initial_loan_amount,mortgage_type,mortgage_term_years,mortgage_rate,mortgage_payment,mortgage_interest,mortgage_principal,mortgage_balance,house_price,owner_networth,year,rent,maintenance_cost,property_tax,structure_value,depreciation_cost,owner_monthly_cost,purchase_cost,sale_cost,owner_monthly_unrecoverable_cost,portfolio_return_net,monthly_savings_difference,renter_monthly_investment,renter_portfolio_value,renter_networth,wealth_ratio
2007-04-01,236900,47380.0,189520.0,fixed,5,0.0559999999999999,1175.1637317031928,845.4825031189241,329.68122858426864,180845.14086832808,295800,114954.85913167192,2007,746.0,248.66666666666663,246.5,147900.0,123.25,1463.8991697855909,0.0,0.0,1463.8991697855909,0.03097709779826877,717.8991697855909,717.8991697855909,92587.14267720515,92587.14267720515,0.8054217401210828
2007-05-01,236900,47380.0,189520.0,fixed,5,0.0559999999999999,1175.1637317031928,843.9439907188643,331.2197409843285,180513.92112734375,298800,118286.07887265625,2007,746.0,248.66666666666663,249.0,149400.0,124.5,1466.1106573855309,0.0,0.0,1466.1106573855309,0.03992088014064247,720.1106573855309,720.1106573855309,97003.41355997196,97003.41355997196,0.8200746400969411
2007-06-01,236900,47380.0,189520.0,fixed,5,0.0559999999999999,1175.1637317031928,842.3982985942707,332.765433108922,180181.15569423485,301400,121218.84430576516,2007,746.0,248.66666666666663,251.16666666666663,150700.0,125.58333333333331,1467.8149652609377,0.0,0.0,1467.8149652609377,-0.01445910441677436,721.8149652609377,721.8149652609377,96322.64603978573,96322.64603978573,0.7946177559391616
2007-07-01,236900,47380.0,189520.0,fixed,5,0.0559999999999999,1175.1637317031928,840.8453932397624,334.31833846343034,179846.8373557714,304000,124153.1626442286,2007,746.0,248.66666666666663,253.33333333333337,152000.0,126.66666666666669,1469.5120599064292,0.0,0.0,1469.5120599064292,-0.017565530239854212,723.5120599064292,723.5120599064292,95354.19974789752,95354.19974789752,0.7680368161151323
2007-08-01,236900,47380.0,189520.0,fixed,5,0.0559999999999999,1175.1637317031928,839.2852409935997,335.87849070959305,179510.9588650618,305900,126389.0411349382,2007,746.0,248.66666666666663,254.91666666666663,152950.0,127.45833333333331,1470.3269076602664,0.0,0.0,1470.3269076602664,-0.0012791073068220368,724.3269076602664,724.3269076602664,95956.55840192409,95956.55840192409,0.7592158112781066
2007-09-01,236900,47380.0,189520.0,fixed,5,0.0559999999999999,1175.1637317031928,837.717808036955,337.4459236662377,179173.51294139557,307900,128726.48705860444,2007,746.0,248.66666666666663,256.5833333333333,153950.0,128.29166666666666,1471.2594747036217,0.0,0.0,1471.2594747036217,0.033734935616325935,725.2594747036217,725.2594747036217,99918.90619628083,99918.90619628083,0.776210929696166
2007-10-01,236900,47380.0,189520.0,fixed,5,0.0559999999999999,1175.1637317031928,836.1430603931792,339.02067131001354,178834.49227008555,309800,130965.50772991445,2007,746.0,248.66666666666663,258.1666666666667,154900.0,129.08333333333334,1472.059727059846,0.0,0.0,1472.059727059846,0.025860319734007296,726.059727059846,726.059727059846,103228.90078504878,103228.90078504878,0.7882144128966698
2007-11-01,236900,47380.0,189520.0,fixed,5,0.0559999999999999,1175.1637317031928,834.5609639270658,340.60276777612694,178493.88950230944,311400,132906.11049769056,2007,746.0,248.66666666666663,259.5,155700.0,129.75,1472.4776305937326,0.0,0.0,1472.4776305937326,-0.054226623142321705,726.4776305937326,726.4776305937326,98357.62371537555,98357.62371537555,0.7400534358206552
2007-12-01,236900,47380.0,189520.0,fixed,5,0.0559999999999999,1175.1637317031928,832.9714843441106,342.1922473590821,178151.69725495036,313400,135248.30274504964,2007,746.0,248.66666666666663,261.1666666666667,156700.0,130.58333333333334,1473.3881510107774,0.0,0.0,1473.3881510107774,0.0007370712945493955,727.3881510107774,727.3881510107774,99157.50844742701,99157.50844742701,0.7331515918121669
2008-01-01,236900,47380.0,189520.0,fixed,5,0.0559999999999999,1175.1637317031928,831.3745871897682,343.7891445134245,177807.90811043693,315000,137192.09188956307,2008,774.0,258.0,262.5,157500.0,131.25,1483.124587189768,0.0,0.0,1483.124587189768,-0.05529648675928275,709.1245871897679,709.1245871897679,94383.57118167017,94383.57118167017,0.6879665575596521
2008-02-01,236900,47380.0,189520.0,fixed,5,0.0559999999999999,1175.1637317031928,829.7702378487056,345.39349385448713,177462.51461658243,315600,138137.48538341757,2008,774.0,258.0,263.0,157800.0,131.5,1482.2702378487056,0.0,0.0,1482.2702378487056,-0.0013366777413253103,708.2702378487056,708.2702378487056,94965.68100077353,94965.68100077353,0.6874722001575793
2008-03-01,236900,47380.0,189520.0,fixed,5,0.0559999999999999,1175.1637317031928,828.1584015440512,347.0053301591415,177115.50928642327,315600,138484.49071357673,2008,774.0,258.0,263.0,157800.0,131.5,1480.6584015440512,0.0,0.0,1480.6584015440512,-0.01175050755749626,706.6584015440512,706.6584015440512,94556.4444500152,94556.4444500152,0.682794470072345
2008-04-01,236900,47380.0,189520.0,fixed,5,0.0559999999999999,1175.1637317031928,826.5390433366418,348.6246883665509,176766.88459805673,314600,137833.11540194327,2008,774.0,258.0,262.1666666666667,157300.0,131.08333333333334,1477.789043336642,0.0,0.0,1477.789043336642,0.04554612437900577,703.789043336642,703.789043336642,99566.9130731088,99566.9130731088,0.7223729419650412
2008-05-01,236900,47380.0,189520.0,fixed,5,0.0559999999999999,1175.1637317031928,824.9121281242647,350.2516035789281,176416.6329944778,313100,136683.3670055222,2008,774.0,258.0,260.9166666666667,156550.0,130.45833333333334,1474.2871281242649,0.0,0.0,1474.2871281242649,0.03302930998164303,700.2871281242649,700.2871281242649,103555.82663704008,103555.82663704008,0.7576329798259673
2008-06-01,236900,47380.0,189520.0,fixed,5,0.0559999999999999,1175.1637317031928,823.2776206408963,351.88611106229644,176064.74688341553,311500,135435.25311658447,2008,774.0,258.0,259.5833333333333,155750.0,129.79166666666666,1470.6526206408962,0.0,0.0,1470.6526206408962,-0.05160627909944767,696.6526206408962,696.6526206408962,98908.34836587586,98908.34836587586,0.7302998745882967
2008-07-01,236900,47380.0,189520.0,fixed,5,0.0559999999999999,1175.1637317031928,821.635485455939,353.5282462472537,175711.21863716826,309300,133588.78136283174,2008,774.0,258.0,257.75,154650.0,128.875,1466.260485455939,0.0,0.0,1466.260485455939,-0.03534815228727269,692.260485455939,692.260485455939,96104.38149081219,96104.38149081219,0.7194045825583915
2008-08-01,236900,47380.0,189520.0,fixed,5,0.0559999999999999,1175.1637317031928,819.9856869734518,355.1780447297409,175356.0405924385,307500,132143.9594075615,2008,774.0,258.0,256.25,153750.0,128.125,1462.3606869734515,0.0,0.0,1462.3606869734515,0.012449148342474936,688.3606869734515,688.3606869734515,97989.15987932656,97989.15987932656,0.7415334028028182
2008-09-01,236900,47380.0,189520.0,fixed,5,0.0559999999999999,1175.1637317031928,818.3281894313797,356.8355422718131,174999.2050501667,305800,130800.7949498333,2008,774.0,258.0,254.83333333333337,152900.0,127.41666666666669,1458.5781894313795,0.0,0.0,1458.5781894313795,-0.11888689207513362,684.5781894313795,684.5781894313795,87024.11139365143,87024.11139365143,0.6653179090159829
2008-10-01,236900,47380.0,189520.0,fixed,5,0.0559999999999999,1175.1637317031928,816.6629569007779,358.50077480241487,174640.7042753643,301800,127159.29572463573,2008,774.0,258.0,251.5,150900.0,125.75,1451.9129569007778,0.0,0.0,1451.9129569007778,-0.16958480575231547,677.9129569007778,677.9129569007778,72944.05732409196,72944.05732409196,0.5736431372036912
2008-11-01,236900,47380.0,189520.0,fixed,5,0.0559999999999999,1175.1637317031928,814.9899532850333,360.1737784181595,174280.53049694613,298800,124519.46950305389,2008,774.0,258.0,249.0,149400.0,124.5,1446.4899532850332,0.0,0.0,1446.4899532850332,-0.06284078667104256,672.4899532850332,672.4899532850332,69032.68533215344,69032.68533215344,0.5543927034676324
2008-12-01,236900,47380.0,189520.0,fixed,5,0.0559999999999999,1175.1637317031928,813.3091423190818,361.8545893841109,173918.67590756202,295100,121181.32409243798,2008,774.0,258.0,245.91666666666663,147550.0,122.95833333333331,1440.1841423190815,0.0,0.0,1440.1841423190815,-0.011555457106504874,666.1841423190815,666.1841423190815,68901.16524016998,68901.16524016998,0.5685790756636038
