date,Attribute,Value
2010-10-01,TSX,156.6755791420065
2010-11-01,TSX,159.95929044085057
2010-12-01,TSX,166.01415383847961
2011-01-01,TSX,166.93154982290665
2011-02-01,TSX,173.68900323202342
2011-03-01,TSX,171.55000001459396
2011-04-01,TSX,168.90238992213088
2011-05-01,TSX,166.07465416067078
2011-06-01,TSX,161.10333587539952
2011-07-01,TSX,156.53853343260414
2011-08-01,TSX,154.01441796578354
2011-09-01,TSX,139.8560132314807
2011-10-01,TSX,147.17156951659626
2011-11-01,TSX,146.47374298686526
2011-12-01,TSX,144.32084680890625
2012-01-01,TSX,149.69908309007255
2012-02-01,TSX,151.3778003491416
2012-03-01,TSX,147.75362975230678
2012-04-01,TSX,145.96757732321333
2012-05-01,TSX,136.82350388989386
2012-06-01,TSX,138.38130610557
2012-07-01,TSX,139.30850090492999
2012-08-01,TSX,142.3559091645811
2012-09-01,TSX,146.50183457910893
2012-10-01,TSX,147.513615099087
2012-11-01,TSX,145.69234905485592
2012-12-01,TSX,148.85763054737836
2013-01-01,TSX,151.74585638490495
2013-02-01,TSX,151.62986855555368
2013-03-01,TSX,150.53421375378957
2013-04-01,TSX,147.3098517885363
2013-05-01,TSX,149.238016897412
2013-06-01,TSX,143.08818936558527
2013-07-01,TSX,147.18598873131552
2013-08-01,TSX,149.15804004350207
2013-09-01,TSX,150.4848238384931
2013-10-01,TSX,157.6245743353088
2013-11-01,TSX,158.02685539963898
2013-12-01,TSX,161.0882573052403
2014-01-01,TSX,161.4288434863368
2014-02-01,TSX,166.1461928677678
2014-03-01,TSX,166.6757905207776
2014-04-01,TSX,169.81261113113877
2014-05-01,TSX,168.45249726602816
2014-06-01,TSX,174.5631400059889
2014-07-01,TSX,176.9730071108816
2014-08-01,TSX,180.37839871711682
2014-09-01,TSX,172.5622482127343
2014-10-01,TSX,168.4235794169759
2014-11-01,TSX,170.61559582592787
2014-12-01,TSX,170.5401090159106
2015-01-01,TSX,171.29429964071073
2015-02-01,TSX,176.28091256457796
2015-03-01,TSX,171.21160110057767
2015-04-01,TSX,175.0507623840924
2015-05-01,TSX,171.6793281104199
2015-06-01,TSX,166.01781494089033
2015-07-01,TSX,164.91965827413262
2015-08-01,TSX,157.9744848073755
2015-09-01,TSX,151.91999214003138
2015-10-01,TSX,154.33532064193648
2015-11-01,TSX,153.77860600644735
2015-12-01,TSX,149.23376434643234
2016-01-01,TSX,146.7304430970585
2016-02-01,TSX,146.8213622091876
2016-03-01,TSX,153.0958286516577
2016-04-01,TSX,157.78821747215562
2016-05-01,TSX,158.46337369595176
2016-06-01,TSX,158.08052808646588
2016-07-01,TSX,164.15924537360826
2016-08-01,TSX,164.58685072748787
2016-09-01,TSX,165.89996976419513
2016-10-01,TSX,166.20457129460672
2016-11-01,TSX,170.1861470055883
2016-12-01,TSX,172.7645407687524
2017-01-01,TSX,172.39961142253347
2017-02-01,TSX,172.28144524752204
2017-03-01,TSX,173.6761236220499
2017-04-01,TSX,173.43637584804455
2017-05-01,TSX,170.67714193130226
2017-06-01,TSX,168.9419255233947
2017-07-01,TSX,168.51573724056703
2017-08-01,TSX,169.14270551239923
2017-09-01,TSX,173.44735715279847
2017-10-01,TSX,177.64581259384917
2017-11-01,TSX,177.56767384541158
2017-12-01,TSX,179.8173033933972
2018-01-01,TSX,175.75250403066536
2018-02-01,TSX,169.1171609433036
2018-03-01,TSX,167.7849147674085
2018-04-01,TSX,169.90049625606773
2018-05-01,TSX,174.70711632002207
2018-06-01,TSX,176.7937488243688
2018-07-01,TSX,177.56100435575502
2018-08-01,TSX,175.84328915449868
2018-09-01,TSX,174.44099788676172
2018-10-01,TSX,162.60447805069208
2018-11-01,TSX,165.18848959671035
2018-12-01,TSX,155.79569506833383
2019-01-01,TSX,168.78803104738296
2019-02-01,TSX,172.60400833558927
2019-03-01,TSX,172.56160759514609
2019-04-01,TSX,176.9066978891292
2019-05-01,TSX,170.35947497689997
2019-06-01,TSX,174.40410015092496
2019-07-01,TSX,173.7714182705955
2019-08-01,TSX,174.4020199881108
2019-09-01,TSX,177.47685149162166
2019-10-01,TSX,175.09395466495633
2019-11-01,TSX,181.27613807607594
2019-12-01,TSX,181.52294306682518
2020-01-01,TSX,183.69803024942664
2020-02-01,TSX,171.75006996477998
2020-03-01,TSX,142.11724669187527
2020-04-01,TSX,158.0503557070079
2020-05-01,TSX,161.97948674125274
2020-06-01,TSX,164.0905572324678
2020-07-01,TSX,171.00733719212246
2020-08-01,TSX,174.91318797849175
2020-09-01,TSX,170.8754331694188
2020-10-01,TSX,164.4227103515712
2020-11-01,TSX,181.14645467088116
2020-12-01,TSX,184.1092823461699
2021-01-01,TSX,182.03136639742408
2021-02-01,TSX,188.67008161168195
2021-03-01,TSX,194.38053266251873
2021-04-01,TSX,197.62628326174226
2021-05-01,TSX,203.05341916278869
2021-06-01,TSX,206.9388645582761
2021-07-01,TSX,206.87612733429282
2021-08-01,TSX,209.44372895432798
2021-09-01,TSX,203.798957576972
2021-10-01,TSX,212.13161598975285
2021-11-01,TSX,207.89563921370498
2021-12-01,TSX,213.85554341072583
2022-01-01,TSX,210.6988532746302
2022-02-01,TSX,208.82369000616333
2022-03-01,TSX,213.32185654547828
2022-04-01,TSX,201.11186631784696
2022-05-01,TSX,198.01914722771724
2022-06-01,TSX,178.99741655673657
2022-07-01,TSX,186.64433284454302
2022-08-01,TSX,183.8127433762736
2022-09-01,TSX,175.26738569411677
2022-10-01,TSX,183.27769213270668
2022-11-01,TSX,192.71831531530233
2022-12-01,TSX,183.72518662859113
2023-01-01,TSX,195.80502408930428
2023-02-01,TSX,189.91477959133388
2023-03-01,TSX,187.80310312011076
2023-04-01,TSX,191.46068836916544
2023-05-01,TSX,180.89239778390322
2023-06-01,TSX,186.04459099393762
2023-07-01,TSX,189.31110900631455
2023-08-01,TSX,185.54151182557752
2023-09-01,TSX,178.8975975974325
2023-10-01,TSX,172.67504800417242
2023-11-01,TSX,184.9102279483855
2023-12-01,TSX,192.11334457473103
2024-01-01,TSX,192.69541178312937
2024-02-01,TSX,195.21098944955986
2024-03-01,TSX,201.28456307549195
2024-04-01,TSX,196.193500378302
2024-05-01,TSX,200.08312497569273
2024-06-01,TSX,196.6711859880661
2024-07-01,TSX,206.8770369557595
2024-08-01,TSX,209.37171350167162
2024-09-01,TSX,216.17390231944228
2024-10-01,TSX,216.6421749958679
2024-11-01,TSX,230.01455088583467
2024-12-01,TSX,222.58839667846706
2025-01-01,TSX,229.69392112266505
2025-02-01,TSX,226.05560647486257
2025-03-01,TSX,221.13986130284715
2025-04-01,TSX,220.60207009401634
2025-05-01,TSX,231.1698062685775
2025-06-01,TSX,237.0487262054707
2025-07-01,TSX,239.8735334066186
2025-08-01,TSX,251.50680605178556
2025-09-01,TSX,264.1866454911712
2025-10-01,TSX,265.63569874999484
2025-11-01,TSX,275.31920499067263
2025-12-01,TSX,278.8887317581537
1999-02-01,S&P 500(CAD),100.0
1999-03-01,S&P 500(CAD),104.79697288836827
1999-04-01,S&P 500(CAD),106.08458347151388
1999-05-01,S&P 500(CAD),101.3404514760966
1999-06-01,S&P 500(CAD),107.23848925549795
1999-07-01,S&P 500(CAD),104.95772867328313
1999-08-01,S&P 500(CAD),104.36764575603819
1999-09-01,S&P 500(CAD),99.97020238077538
1999-10-01,S&P 500(CAD),106.14898717696958
1999-11-01,S&P 500(CAD),107.54190266522417
1999-12-01,S&P 500(CAD),114.01120682549046
2000-01-01,S&P 500(CAD),106.70013640058704
2000-02-01,S&P 500(CAD),104.07511961017062
2000-03-01,S&P 500(CAD),114.04510314158172
2000-04-01,S&P 500(CAD),111.49883080053262
2000-05-01,S&P 500(CAD),110.58155645283551
2000-06-01,S&P 500(CAD),111.11076063196981
2000-07-01,S&P 500(CAD),109.00736071360795
2000-08-01,S&P 500(CAD),116.13864158840548
2000-09-01,S&P 500(CAD),109.73667235903461
2000-10-01,S&P 500(CAD),110.87614054524204
2000-11-01,S&P 500(CAD),103.70941977367572
2000-12-01,S&P 500(CAD),102.62203407017401
2001-01-01,S&P 500(CAD),105.30922519459082
2001-02-01,S&P 500(CAD),96.25811043217372
2001-03-01,S&P 500(CAD),91.99373754842155
2001-04-01,S&P 500(CAD),98.28968678055611
2001-05-01,S&P 500(CAD),96.93692680949823
2001-06-01,S&P 500(CAD),93.40269614511148
2001-07-01,S&P 500(CAD),93.0613440670222
2001-08-01,S&P 500(CAD),87.61114820239665
2001-09-01,S&P 500(CAD),81.75229351639729
2001-10-01,S&P 500(CAD),83.8556158077498
2001-11-01,S&P 500(CAD),92.18514403891163
2001-12-01,S&P 500(CAD),91.90729254275603
2002-01-01,S&P 500(CAD),91.48922427858857
2002-02-01,S&P 500(CAD),88.85747369100856
2002-03-01,S&P 500(CAD),90.97393871800575
2002-04-01,S&P 500(CAD),84.5372053610531
2002-05-01,S&P 500(CAD),81.94515869290757
2002-06-01,S&P 500(CAD),74.95941719085923
2002-07-01,S&P 500(CAD),69.23933620335042
2002-08-01,S&P 500(CAD),70.37173091590115
2002-09-01,S&P 500(CAD),62.89717023447846
2002-10-01,S&P 500(CAD),68.21299415313914
2002-11-01,S&P 500(CAD),71.59405626177656
2002-12-01,S&P 500(CAD),67.01497583811886
2003-01-01,S&P 500(CAD),63.86636422000612
2003-02-01,S&P 500(CAD),61.10778203729594
2003-03-01,S&P 500(CAD),59.973803218601915
2003-04-01,S&P 500(CAD),64.48697189994456
2003-05-01,S&P 500(CAD),64.25591735553854
2003-06-01,S&P 500(CAD),63.50681984863191
2003-07-01,S&P 500(CAD),65.8843808074868
2003-08-01,S&P 500(CAD),67.55249237160716
2003-09-01,S&P 500(CAD),65.04648352906312
2003-10-01,S&P 500(CAD),66.73821744710584
2003-11-01,S&P 500(CAD),66.5595771138473
2003-12-01,S&P 500(CAD),69.85531385068727
2004-01-01,S&P 500(CAD),70.07403897974818
2004-02-01,S&P 500(CAD),72.65770552900128
2004-03-01,S&P 500(CAD),71.12348265709134
2004-04-01,S&P 500(CAD),70.49857443507315
2004-05-01,S&P 500(CAD),72.68328912280073
2004-06-01,S&P 500(CAD),72.79355939668423
2004-07-01,S&P 500(CAD),68.53323352042948
2004-08-01,S&P 500(CAD),68.30967359737342
2004-09-01,S&P 500(CAD),67.52925523409624
2004-10-01,S&P 500(CAD),66.16151102345938
