date,canada_rent,canada_vacancy,toronto_rent,toronto_vacancy,vancouver_rent,vancouver_vacancy,calgary_rent,calgary_vacancy,ottawa_rent,ottawa_vacancy,montreal_rent,montreal_vacancy,edmonton_rent,edmonton_vacancy,canada_rent_index_1999,toronto_rent_index_1999,vancouver_rent_index_1999,calgary_rent_index_1999,edmonton_rent_index_1999,canada_rent_index_2008,toronto_rent_index_2008,vancouver_rent_index_2008,calgary_rent_index_2008,ottawa_rent_index_2008,montreal_rent_index_2008,edmonton_rent_index_2008
2004-05-01,678.0,2.6,967.0,3.9,848.0,1.7,731.0,4.4,864.0,3.0,570.0,1.1,659.0,3.5,115.69965870307166,119.67821782178218,113.21762349799734,113.86292834890965,129.7244094488189,90.88471849865952,97.57820383451059,89.54593453009504,74.13793103448276,97.18785151856018,91.2,74.46327683615819
2004-06-01,678.0,2.6,967.0,3.9,848.0,1.7,731.0,4.4,864.0,3.0,570.0,1.1,659.0,3.5,115.69965870307166,119.67821782178218,113.21762349799734,113.86292834890965,129.7244094488189,90.88471849865952,97.57820383451059,89.54593453009504,74.13793103448276,97.18785151856018,91.2,74.46327683615819
2004-07-01,678.0,2.6,967.0,3.9,848.0,1.7,731.0,4.4,864.0,3.0,570.0,1.1,659.0,3.5,115.69965870307166,119.67821782178218,113.21762349799734,113.86292834890965,129.7244094488189,90.88471849865952,97.57820383451059,89.54593453009504,74.13793103448276,97.18785151856018,91.2,74.46327683615819
2004-08-01,678.0,2.6,967.0,3.9,848.0,1.7,731.0,4.4,864.0,3.0,570.0,1.1,659.0,3.5,115.69965870307166,119.67821782178218,113.21762349799734,113.86292834890965,129.7244094488189,90.88471849865952,97.57820383451059,89.54593453009504,74.13793103448276,97.18785151856018,91.2,74.46327683615819
2004-09-01,678.0,2.6,967.0,3.9,848.0,1.7,731.0,4.4,864.0,3.0,570.0,1.1,659.0,3.5,115.69965870307166,119.67821782178218,113.21762349799734,113.86292834890965,129.7244094488189,90.88471849865952,97.57820383451059,89.54593453009504,74.13793103448276,97.18785151856018,91.2,74.46327683615819
2004-10-01,691.0,3.0,978.0,4.4,866.0,0.6,725.0,4.3,866.0,3.9,583.0,1.7,666.0,5.2,117.91808873720136,121.03960396039604,115.62082777036049,112.92834890965733,131.1023622047244,92.62734584450402,98.68819374369325,91.4466737064414,73.52941176470588,97.41282339707537,93.28,75.2542372881356
2004-11-01,691.0,3.0,978.0,4.4,866.0,0.6,725.0,4.3,866.0,3.9,583.0,1.7,666.0,5.2,117.91808873720136,121.03960396039604,115.62082777036049,112.92834890965733,131.1023622047244,92.62734584450402,98.68819374369325,91.4466737064414,73.52941176470588,97.41282339707537,93.28,75.2542372881356
2004-12-01,691.0,3.0,978.0,4.4,866.0,0.6,725.0,4.3,866.0,3.9,583.0,1.7,666.0,5.2,117.91808873720136,121.03960396039604,115.62082777036049,112.92834890965733,131.1023622047244,92.62734584450402,98.68819374369325,91.4466737064414,73.52941176470588,97.41282339707537,93.28,75.2542372881356
2005-01-01,691.0,3.0,978.0,4.4,866.0,0.6,725.0,4.3,866.0,3.9,583.0,1.7,666.0,5.2,117.91808873720136,121.03960396039604,115.62082777036049,112.92834890965733,131.1023622047244,92.62734584450402,98.68819374369325,91.4466737064414,73.52941176470588,97.41282339707537,93.28,75.2542372881356
2005-02-01,691.0,3.0,978.0,4.4,866.0,0.6,725.0,4.3,866.0,3.9,583.0,1.7,666.0,5.2,117.91808873720136,121.03960396039604,115.62082777036049,112.92834890965733,131.1023622047244,92.62734584450402,98.68819374369325,91.4466737064414,73.52941176470588,97.41282339707537,93.28,75.2542372881356
