date,house_price_at_purchase,down_payment,initial_loan_amount,mortgage_type,mortgage_term_years,mortgage_rate,mortgage_payment,mortgage_interest,mortgage_principal,mortgage_balance,house_price,owner_networth,rent,maintenance_cost,property_tax,depreciation_cost,owner_monthly_cost,purchase_cost,sale_cost,owner_total_cost
2006-05-01,236900,47380.0,189520.0,fixed,5,0.055999999999999994,1175.1637317031928,861.9417058888166,313.22202581437614,184388.57209321778,268900.0,84511.42790678222,703.0,234.33333333333334,224.08333333333334,224.08333333333334,1544.4417058888164,0,0,1544.4417058888164
2006-06-01,236900,47380.0,189520.0,fixed,5,0.055999999999999994,1175.1637317031928,860.4800031016829,314.68372860150987,184073.88836461626,271700.0,87626.11163538374,703.0,234.33333333333334,226.41666666666666,226.41666666666666,1547.6466697683497,0,0,1547.6466697683497
2006-07-01,236900,47380.0,189520.0,fixed,5,0.055999999999999994,1175.1637317031928,859.0114790348758,316.1522526683169,183757.73611194795,274200.0,90442.26388805205,703.0,234.33333333333334,228.5,228.5,1550.3448123682092,0,0,1550.3448123682092
2006-08-01,236900,47380.0,189520.0,fixed,5,0.055999999999999994,1175.1637317031928,857.536101855757,317.62762984743574,183440.1084821005,276800.0,93359.8915178995,703.0,234.33333333333334,230.66666666666666,230.66666666666666,1553.2027685224239,0,0,1553.2027685224239
2006-09-01,236900,47380.0,189520.0,fixed,5,0.055999999999999994,1175.1637317031928,856.0538395831356,319.1098921200571,183120.99858998045,279600.0,96479.00141001955,703.0,234.33333333333334,233.0,233.0,1556.387172916469,0,0,1556.387172916469
2006-10-01,236900,47380.0,189520.0,fixed,5,0.055999999999999994,1175.1637317031928,854.5646600865754,320.5990716166174,182800.39951836382,280900.0,98099.60048163618,724.0,241.33333333333334,234.08333333333334,234.08333333333334,1564.0646600865753,0,0,1564.0646600865753
2006-11-01,236900,47380.0,189520.0,fixed,5,0.055999999999999994,1175.1637317031928,853.0685310856977,322.09520061749504,182478.3043177463,282900.0,100421.69568225369,724.0,241.33333333333334,235.75,235.75,1565.901864419031,0,0,1565.901864419031
2006-12-01,236900,47380.0,189520.0,fixed,5,0.055999999999999994,1175.1637317031928,851.5654201494827,323.59831155371,182154.7060061926,285100.0,102945.2939938074,724.0,241.33333333333334,237.58333333333334,237.58333333333334,1568.0654201494826,0,0,1568.0654201494826
2007-01-01,236900,47380.0,189520.0,fixed,5,0.055999999999999994,1175.1637317031928,850.0552946955654,325.10843700762734,181829.597569185,287300.0,105470.40243081501,724.0,241.33333333333334,239.41666666666666,239.41666666666666,1570.2219613622322,0,0,1570.2219613622322
2007-02-01,236900,47380.0,189520.0,fixed,5,0.055999999999999994,1175.1637317031928,848.5381219895298,326.6256097136629,181502.97195947132,290500.0,108997.02804052868,724.0,241.33333333333334,242.08333333333334,242.08333333333334,1574.0381219895296,0,0,1574.0381219895296
2007-03-01,236900,47380.0,189520.0,fixed,5,0.055999999999999994,1175.1637317031928,847.0138691441995,328.1498625589933,181174.82209691234,293200.0,112025.17790308766,724.0,241.33333333333334,244.33333333333334,244.33333333333334,1577.0138691441994,0,0,1577.0138691441994
2007-04-01,236900,47380.0,189520.0,fixed,5,0.055999999999999994,1175.1637317031928,845.4825031189241,329.68122858426864,180845.14086832808,295800.0,114954.85913167192,724.0,241.33333333333334,246.5,246.5,1579.8158364522574,0,0,1579.8158364522574
2007-05-01,236900,47380.0,189520.0,fixed,5,0.055999999999999994,1175.1637317031928,843.9439907188643,331.2197409843285,180513.92112734375,298800.0,118286.07887265625,724.0,241.33333333333334,249.0,249.0,1583.2773240521976,0,0,1583.2773240521976
2007-06-01,236900,47380.0,189520.0,fixed,5,0.055999999999999994,1175.1637317031928,842.3982985942707,332.765433108922,180181.15569423483,301400.0,121218.84430576517,724.0,241.33333333333334,251.16666666666666,251.16666666666666,1586.0649652609375,0,0,1586.0649652609375
2007-07-01,236900,47380.0,189520.0,fixed,5,0.055999999999999994,1175.1637317031928,840.8453932397624,334.31833846343034,179846.8373557714,304000.0,124153.1626442286,724.0,241.33333333333334,253.33333333333334,253.33333333333334,1588.8453932397622,0,0,1588.8453932397622
2007-08-01,236900,47380.0,189520.0,fixed,5,0.055999999999999994,1175.1637317031928,839.2852409935997,335.87849070959305,179510.9588650618,305900.0,126389.04113493819,724.0,241.33333333333334,254.91666666666666,254.91666666666666,1590.4519076602664,0,0,1590.4519076602664
2007-09-01,236900,47380.0,189520.0,fixed,5,0.055999999999999994,1175.1637317031928,837.717808036955,337.4459236662377,179173.51294139557,307900.0,128726.48705860443,724.0,241.33333333333334,256.5833333333333,256.5833333333333,1592.217808036955,0,0,1592.217808036955
