date,canada_house_index_2010,canada_house_real_index,tsx_cad,tsx_real,tsx_real_index,sp500_usd,usd_cad,sp500_cad,sp500_real,sp500_real_index,start_year,base_date,end_date
2003-11-01,71.4171,118.87712978806985,7859.4,7127.58389912706,84.04079540539622,1058.199951,1.3130444444444445,1389.4635667719335,1260.0857758794937,62.38003001604514,2000,2000-01-01,2025-12-01
2003-12-01,73.3939,122.16760658095357,8220.9,7448.199127906976,87.82114499188755,1111.920044,1.3127545454545455,1459.6780919430182,1322.4796666344205,65.46881401203431,2000,2000-01-01,2025-12-01
2004-01-01,73.3939,122.16760658095357,8521.4,7712.980638915779,90.94316349195009,1131.130005,1.295755,1465.6673596287749,1326.6205046010691,65.67380449886909,2000,2000-01-01,2025-12-01
2004-02-01,73.3939,122.16760658095357,8788.5,7939.369565217392,93.61249796862897,1144.939941,1.3298947368421052,1522.6496015362106,1375.533698006142,68.09523209625581,2000,2000-01-01,2025-12-01
2004-03-01,74.2536,123.5986177600522,8585.9,7726.48363811357,91.10237632044864,1126.209961,1.3285782608695653,1496.258071359361,1346.4882547844106,66.6573493309049,2000,2000-01-01,2025-12-01
2004-04-01,74.2536,123.5986177600522,8244.0,7404.553314121037,87.30652054711106,1107.300049,1.3419727272727273,1485.9664666657545,1334.6576813952743,66.07168164284117,2000,2000-01-01,2025-12-01
2004-05-01,74.2536,123.5986177600522,8417.3,7495.405238095238,88.37774861863717,1120.680054,1.37886,1545.2608992584398,1376.0180388634678,68.11920919193956,2000,2000-01-01,2025-12-01
2004-06-01,76.8199,127.87034509391376,8545.6,7602.412940057089,89.63946823003018,1140.839966,1.357840909090909,1549.0791765606816,1378.1056423256302,68.2225551459405,2000,2000-01-01,2025-12-01
2004-07-01,76.8199,127.87034509391376,8458.1,7531.736666666668,88.80612970801745,1101.719971,1.3225047619047618,1457.0299079330762,1297.4504418261201,64.2297524935989,2000,2000-01-01,2025-12-01
2004-08-01,76.8199,127.87034509391376,8377.0,7473.7547709923665,88.122469620596,1104.23999,1.3126772727272729,1449.5107385095912,1293.2180730023547,64.02023080918721,2000,2000-01-01,2025-12-01
2004-09-01,74.8714,124.62697498518551,8668.3,7718.914761904761,91.01313228124607,1114.579956,1.2880952380952382,1435.6851338000001,1278.4434286695239,63.28881809538597,2000,2000-01-01,2025-12-01
2004-10-01,74.8714,124.62697498518551,8871.0,7884.3963878326995,92.96431344793363,1130.199951,1.2469350000000001,1409.2858759001851,1252.5497090937956,62.00696011771488,2000,2000-01-01,2025-12-01
2004-11-01,74.8714,124.62697498518551,9030.1,7995.401041666667,94.27316081247322,1173.819946,1.1967700000000001,1404.7924967744202,1243.8266898523514,61.57513062441547,2000,2000-01-01,2025-12-01
2004-12-01,77.3993,128.8347837087442,9246.7,8202.717741935485,96.7176161339388,1211.920044,1.2188826086956523,1477.1882647612697,1310.4089445462876,64.87125786102743,2000,2000-01-01,2025-12-01
2005-01-01,77.3993,128.8347837087442,9204.1,8172.68138651472,96.3634597695431,1181.27002,1.2248350000000001,1446.8608649467,1284.7245097105078,63.599760438653284,2000,2000-01-01,2025-12-01
2005-02-01,77.3993,128.8347837087442,9668.3,8552.375118259222,100.84039945595762,1203.599976,1.2400526315789473,1492.5273176071578,1320.258317845499,65.35884705043416,2000,2000-01-01,2025-12-01
2005-03-01,79.9412,133.06589609230912,9612.4,8454.933207902164,99.6914693601321,1180.589966,1.2160260869565216,1435.6281966551128,1262.7585737276863,62.512345778343715,2000,2000-01-01,2025-12-01
2005-04-01,79.9412,133.06589609230912,9369.3,8217.913227016885,96.89678493375723,1156.849976,1.2359,1429.7508853384,1254.0497915491594,62.081221085010405,2000,2000-01-01,2025-12-01
2005-05-01,79.9412,133.06589609230912,9607.3,8418.768041237112,99.2650486521455,1191.5,1.2555285714285713,1495.9622928571428,1310.8947927098673,64.89530957528964,2000,2000-01-01,2025-12-01
2005-06-01,81.2524,135.24845030660956,9902.8,8661.476145930776,102.12680131033444,1191.329956,1.2401681818181818,1477.4495054780546,1292.2500351936212,63.97230849411838,2000,2000-01-01,2025-12-01
2005-07-01,81.2524,135.24845030660956,10422.9,9099.357142857143,107.28982258029198,1234.180054,1.222855,1509.2232499341699,1317.5758531171325,65.22605273319358,2000,2000-01-01,2025-12-01
2005-08-01,81.2524,135.24845030660956,10668.9,9279.461860465117,109.41342350007801,1220.329956,1.2042826086956522,1469.6221428811305,1278.2294917152158,63.2782272341234,2000,2000-01-01,2025-12-01
2005-09-01,81.9448,136.40098274863342,11011.8,9498.185424354242,111.99237627612268,1228.810059,1.1776809523809524,1447.1462005784142,1248.2303482848868,61.79313193072357,2000,2000-01-01,2025-12-01
2005-10-01,81.9448,136.40098274863342,10383.3,8997.576923076922,106.08973981060149,1207.01001,1.177415,1421.15169092415,1231.4891853698612,60.964367520289755,2000,2000-01-01,2025-12-01
2005-11-01,81.9448,136.40098274863342,10824.1,9396.96703806871,110.79891804210196,1249.47998,1.181545,1476.3168229691003,1281.6678082415124,63.448439684910994,2000,2000-01-01,2025-12-01
2005-12-01,82.9798,138.12378904195324,11272.3,9795.167750929368,115.49407212424529,1248.290039,1.1614809523809524,1449.8651033453762,1259.8734866430545,62.36952072438052,2000,2000-01-01,2025-12-01
2006-01-01,82.9798,138.12378904195324,11945.6,10322.67652495379,121.71388764374656,1280.079956,1.157165,1481.26372228474,1280.0199448578853,63.36686288331489,2000,2000-01-01,2025-12-01
2006-02-01,82.9798,138.12378904195324,11688.3,10119.0375,119.31279551001639,1280.660034,1.1488947368421052,1471.3435727466315,1273.8020745537967,63.05904976167703,2000,2000-01-01,2025-12-01
2006-03-01,85.6578,142.58144629172187,12110.6,10426.713627992634,122.94058115094309,1294.869995,1.1573086956521739,1498.564304952587,1290.2003914647044,63.87084172115779,2000,2000-01-01,2025-12-01
2006-04-01,85.6578,142.58144629172187,12204.2,10449.56684981685,123.21004173770915,1310.609985,1.1441050000000001,1499.4754368884253,1283.891514185602,63.5585233365119,2000,2000-01-01,2025-12-01
2006-05-01,85.6578,142.58144629172187,11744.5,10010.125341841385,118.02862060158922,1270.089966,1.109990909090909,1409.7883159875817,1201.5971517305277,59.48457464320502,2000,2000-01-01,2025-12-01
2006-06-01,88.764,147.75186262825335,11612.9,9916.037899543378,116.91924278151863,1270.199951,1.1137272727272727,1414.6563272455455,1207.9485534014475,59.79899818044352,2000,2000-01-01,2025-12-01
2006-07-01,88.764,147.75186262825335,11831.0,10093.052007299271,119.00640255744268,1276.660034,1.129445,1441.91729210113,1230.1027993745954,60.89573504966438,2000,2000-01-01,2025-12-01
2006-08-01,88.764,147.75186262825335,12073.8,10281.423497267759,121.22747635646034,1303.819946,1.118213043478261,1457.948469964322,1241.5134967364672,61.46061694704217,2000,2000-01-01,2025-12-01
2006-09-01,90.9982,151.4707938558236,11761.3,10070.343864468863,118.73865258597189,1335.849976,1.11612,1490.9688752131199,1276.607965498413,63.197954243179296,2000,2000-01-01,2025-12-01
2006-10-01,90.9982,151.4707938558236,12344.6,10589.1752293578,124.8561534395043,1377.939941,1.1285380952380952,1555.0577163686335,1333.9256557841031,66.0354430149069,2000,2000-01-01,2025-12-01
2006-11-01,90.9982,151.4707938558236,12752.4,10918.950549450548,128.74450896051866,1400.630005,1.1358809523809523,1590.948944012738,1362.213610487097,67.43582662151785,2000,2000-01-01,2025-12-01
2006-12-01,91.8116,152.82473650218722,12908.4,11032.316270566727,130.0811954884004,1418.300049,1.153235,1635.6332570085149,1397.9132498198915,69.20312263879681,2000,2000-01-01,2025-12-01
2007-01-01,91.8116,152.82473650218722,13034.1,11139.747257769654,131.34790602362492,1438.23999,1.1762619047619047,1691.746910142143,1445.8714451397657,71.57727344728528,2000,2000-01-01,2025-12-01
2007-02-01,91.8116,152.82473650218722,13045.0,11068.12613430127,130.50342684676835,1406.819946,1.1709894736842106,1647.3713481349896,1397.7243289530084,69.1937701886919,2000,2000-01-01,2025-12-01
2007-03-01,93.7553,156.06011678462758,13165.5,11079.876237623763,130.64197141436563,1420.859985,1.1681590909090909,1659.7905083867045,1396.8533981472267,69.15065511601469,2000,2000-01-01,2025-12-01
2007-04-01,93.7553,156.06011678462758,13416.7,11240.693996415772,132.53816128115187,1482.369995,1.1349857142857143,1682.4687676107858,1409.5952488495384,69.78143521407223,2000,2000-01-01,2025-12-01
2007-05-01,93.7553,156.06011678462758,14056.8,11724.449598572703,138.24208650496638,1530.619995,1.0950863636363637,1676.1610844336592,1398.046934830929,69.20974066049094,2000,2000-01-01,2025-12-01
2007-06-01,96.4194,160.49463682910428,13906.6,11619.902591599643,137.00938075956705,1503.349976,1.065104761904762,1601.2252182470097,1337.9317060419608,66.23376089144712,2000,2000-01-01,2025-12-01
2007-07-01,96.4194,160.49463682910428,13868.6,11577.804464285715,136.51300496734757,1455.27002,1.0501857142857143,1528.3037854322856,1275.8607494457028,63.1609636186609,2000,2000-01-01,2025-12-01
2007-08-01,96.4194,160.49463682910428,13660.5,11434.706803939123,134.8257514230362,1473.98999,1.0578521739130435,1559.2635152475652,1305.202673909108,64.61352356639797,2000,2000-01-01,2025-12-01
2007-09-01,98.4359,163.8511961435772,14098.9,11780.58221626452,138.90394189744868,1526.75,1.026745,1567.58292875,1309.8213032897677,64.84216692140882,2000,2000-01-01,2025-12-01
2007-10-01,98.4359,163.8511961435772,14625.0,12253.024193548388,144.47446903760584,1549.380005,0.9754130434782609,1511.285466181413,1266.1755473831734,62.681501659057105,2000,2000-01-01,2025-12-01
2007-11-01,98.4359,163.8511961435772,13689.1,11438.166666666666,134.8665463992485,1481.140015,0.9672380952380953,1432.615046889524,1197.046531583293,59.25929805742817,2000,2000-01-01,2025-12-01
2007-12-01,98.7641,164.39750051600961,13833.1,11548.168303571429,136.1635672680599,1468.359985,1.00207,1471.39949016895,1228.3558243821146,60.80925176848285,2000,2000-01-01,2025-12-01
2008-01-01,98.7641,164.39750051600961,13155.1,11001.805456171736,129.7214448146082,1378.550049,1.0099428571428573,1392.2567752014859,1164.365013249901,57.641412883552604,2000,2000-01-01,2025-12-01
2008-02-01,98.7641,164.39750051600961,13582.7,11318.916666666668,133.46047879009407,1330.630005,0.998555,1328.7072446427749,1107.2560372023124,54.814256424661764,2000,2000-01-01,2025-12-01
2008-03-01,99.9306,166.33919475867395,13350.1,11085.562611012434,130.70901900711505,1322.699951,1.0029428571428571,1326.5924679986572,1101.5665697857412,54.53260167145791,2000,2000-01-01,2025-12-01
2008-04-01,99.9306,166.33919475867395,13937.0,11481.140969162994,135.3732531058824,1385.589966,1.0137181818181817,1404.5977410790363,1157.0915311972678,57.281342134838894,2000,2000-01-01,2025-12-01
