date,canada_house_real,canada_house_real_index_1999,tsx_cad,tsx_real,tsx_real_index_1999,sp500_usd,usd_cad,sp500_cad,sp500_real,sp500_real_index_1999,bc_vancouver,bc_vancouver_real,bc_vancouver_real_index_1999,on_toronto,on_toronto_real,on_toronto_real_index_1999,qc_montreal,qc_montreal_real,qc_montreal_real_index_1999,ab_calgary,ab_calgary_real,ab_calgary_real_index_1999,on_ottawa,on_ottawa_real,on_ottawa_real_index_1999,ab_edmonton,ab_edmonton_real,ab_edmonton_real_index_1999
2012-09-01,106.0767,181.16510823619828,12317.5,9248.221311475409,146.50183457910893,1440.670044,0.9783000000000001,1409.4075040452,1058.210880086396,57.055669324613554,169.97,127.61681967213113,192.92036231614682,148.16,111.24144262295081,165.2182424223241,149.01,111.87963934426227,190.59563772446722,164.95,123.84770491803276,178.63508570320604,140.79,105.70790163934424,170.27690341389217,166.62,125.1015737704918,204.34755597924178
2012-10-01,106.0767,181.16510823619828,12422.9,9312.091980360065,147.513615099087,1412.160034,0.9871545454545455,1394.0201964723456,1044.944762658485,56.340398650845216,167.74,125.7363666121113,190.0776517189891,148.05,110.97692307692309,164.82537216236906,150.37,112.71597381342062,192.02039831928553,161.09,120.75158756137479,174.16931712299842,142.51,106.82418985270047,172.07504808746856,169.85,127.3180032733224,207.96798966566877
2012-11-01,106.0767,181.16510823619828,12239.4,9197.12091878589,145.69234905485592,1416.180054,0.9969699999999999,1411.8890284363797,1060.9436833861555,57.203014172728864,167.04,125.51980311730924,189.75026926275015,147.6,110.91189499589825,164.72879102316688,149.63,112.43730926989333,191.54567166932424,163.17,122.6117473338802,176.8523688646765,142.09,106.77148482362591,171.9901495225933,166.87,125.39205906480721,204.82205008952502
2012-12-01,104.7044,178.8213995986508,12433.5,9396.935643564355,148.85763054737836,1426.189941,0.9898199999999999,1411.67132740062,1066.9067127879273,57.524523467447764,165.21,124.86168316831683,188.75537893925446,146.75,110.91006600660064,164.72607456794987,148.17,111.98326732673266,190.77217602509822,160.99,121.6723102310231,175.49734635947368,139.54,105.46092409240921,169.87906587050458,166.44,125.79128712871285,205.4741704160615
2013-01-01,104.7044,178.8213995986508,12685.2,9579.260676009893,151.74585638490495,1498.109985,0.9920571428571427,1486.210711404857,1122.3157556857782,60.51201876603607,166.01,125.36286892003295,189.51302935757056,146.51,110.63739488870567,164.32109741379128,149.68,113.03122835943941,192.55745887468382,160.82,121.44362737015663,175.16749945212266,143.78,108.57582852431986,174.8966309992266,165.88,125.26469909315745,204.61401354648393
2013-02-01,104.7044,178.8213995986508,12821.8,9571.938712306437,151.62986855555368,1514.680054,1.0097842105263157,1529.5000025283473,1141.8272227513985,61.56402062491247,169.64,126.64241238793804,191.44733543150116,146.39,109.28544417277912,162.3131504125637,147.04,109.77069274653624,187.00288372493395,157.09,117.27338223308882,169.15243362626398,138.21,103.17877750611245,166.2029276838152,165.03,123.20088019559903,201.2428621293679
2013-03-01,105.4775,180.14175312753514,12749.9,9502.773311635474,150.53421375378957,1569.189941,1.0244238095238094,1607.5155372256618,1198.1157299419901,64.59893409393702,165.29,123.19417412530511,186.23457917657612,147.59,110.0019853539463,163.37737316789887,151.88,113.19941415785189,192.84397641882774,167.46,124.81152156224572,180.02527269904186,138.86,103.4953295362083,166.71283752610876,171.49,127.81516680227827,208.78008298313992
2013-04-01,105.4775,180.14175312753514,12456.5,9299.22901385493,147.3098517885363,1597.569946,1.0186727272727272,1627.4009339007634,1214.9138186251828,65.50463844004574,167.15,124.7835370823146,188.63724426653755,148.33,110.73372453137735,164.46416832225955,151.81,113.33167074164629,193.06928576089658,165.8,123.77571312143439,178.53124638891447,143.41,107.0607660961695,172.4561309538813,172.37,128.68045639771802,210.19349297242405
2013-05-01,105.4775,180.14175312753514,12650.4,9420.948292682926,149.238016897412,1630.73999,1.0195590909090908,1662.6357817135,1238.1905496337934,66.75965243808442,169.55,126.26650406504066,190.87906888139176,151.06,112.49671544715447,167.08260128791693,153.49,114.30637398373985,194.7297682857578,168.52,125.49944715447154,181.017520776679,142.95,106.45707317073169,171.4836874528539,174.87,130.22839024390242,212.72197034286577
2013-06-01,107.0699,182.86136373340165,12129.1,9032.728130081301,143.08818936558527,1606.280029,1.0314,1656.7172219106,1233.7829067236664,66.5220050833713,168.02,125.12708943089432,189.15659777912973,154.07,114.73830894308941,170.41186535435827,154.48,115.04364227642274,195.98576197005576,174.79,130.16881300813006,187.75250686301754,143.74,107.04539837398374,172.4313762467522,173.18,128.9698211382114,210.6661567105707
