date,bc_vancouver,ab_calgary,on_toronto,on_ottawa,qc_montreal,ab_edmonton,canada_house_index,canada_house_index_index_1999,bc_vancouver_index_1999,on_toronto_index_1999,qc_montreal_index_1999,ab_calgary_index_1999,on_ottawa_index_1999,canada_house_index_index_2008,bc_vancouver_index_2008,on_toronto_index_2008,qc_montreal_index_2008,ab_calgary_index_2008,on_ottawa_index_2008,ab_edmonton_index_2008
1999-11-01,67.73,70.52,71.16,65.74,61.32,64.25,59.4283,101.49575167584646,102.07987942727958,99.45492662473795,103.041505629306,101.5552995391705,94.99999999999999,60.239729151673025,44.82165310039044,59.82848495039516,49.825302673275374,42.08892867800656,56.05866803103948,36.526435474701536
1999-12-01,67.63,71.21,70.84,64.78,61.65,63.9,60.0764,102.6026215789249,101.92916352675208,99.00768693221525,103.59603427995295,102.54896313364054,93.61271676300578,60.896678256109794,44.75547614320693,59.55944173532875,50.093442756155035,42.500746045956426,55.24004434211649,36.327458783399656
2000-01-01,67.77,70.7,72.86,65.61,61.08,64.75,60.0764,102.6026215789249,102.14016578749059,101.83088749126486,102.63821206519911,101.81451612903227,94.81213872832369,60.896678256109794,44.84812388326384,61.25777703043551,49.63029170390835,42.19635929573261,55.94781273983116,36.81068789084707
2000-02-01,67.69,71.85,71.6,66.46,61.54,64.5,60.0764,102.6026215789249,102.01959306706858,100.06988120195668,103.41119139640398,103.47062211981566,96.04046242774565,60.896678256109794,44.79518231751703,60.19841937111148,50.00406272852849,42.88272157564905,56.67263579773173,36.6685616827743
2000-03-01,67.65,72.11,73.06,65.51,61.9,65.12,60.0711,102.59356987319073,101.9593067068576,102.11041229909155,104.01613174256428,103.84504608294931,94.66763005780348,60.89130589034292,44.768711534643636,61.425929039852036,50.29657918257902,43.03789913458669,55.862539438901685,37.02103467879477
2000-04-01,68.06,72.67,72.78,66.43,62.22,65.26,60.0711,102.59356987319073,102.57724189902035,101.71907756813418,104.55385649470676,104.65149769585254,95.9971098265896,60.89130589034292,45.04003705909602,61.19051622666891,50.55659380840173,43.37212772306774,56.6470538074529,37.10062535531552
2000-05-01,68.22,72.89,73.78,68.59,62.46,66.2,60.0711,102.59356987319073,102.81838733986437,103.11670160726764,104.95715005881365,104.96831797235025,99.11849710982659,60.89130589034292,45.145920190589635,62.03127627375148,50.751604777768755,43.50343181139958,58.488957107529636,37.63501989766913
2000-06-01,68.78,73.72,73.77,67.68,63.38,66.32,60.7041,103.6746509542718,103.6623963828184,103.1027253668763,106.50310872122333,106.16359447004609,97.8034682080925,61.53294882061366,45.51651115081729,62.02286867328064,51.49914682700902,43.998806326469705,57.71297006907138,37.70324047754406
2000-07-01,69.11,73.1,74.45,68.06,64.07,67.08,60.7041,103.6746509542718,104.15975885455917,104.05310971348709,107.66257771803058,105.27073732718894,98.35260115606937,61.53294882061366,45.73489510952286,62.5945855052968,52.05980336393922,43.62876753207997,58.0370086126034,38.135304150085275
2000-08-01,68.54,74.04,74.8,69.62,64.79,67.18,60.7041,103.6746509542718,103.3006782215524,104.54227812718379,108.87245841035123,106.62442396313365,100.60693641618496,61.53294882061366,45.35768645357686,62.88885152177568,52.64483627204031,44.189794091316024,59.367272107103275,38.19215463331439
2000-09-01,68.54,73.7,74.65,69.1,64.46,67.32,60.0071,102.48426625677811,103.3006782215524,104.33263452131378,108.31792975970424,106.13479262672811,99.85549132947976,60.82643203957304,45.35768645357686,62.76273751471331,52.37669618916064,43.986869591166815,58.92385094226997,38.27174530983513
2000-10-01,67.92,73.78,75.48,70.55,64.77,67.26,60.0071,102.48426625677811,102.36623963828184,105.49266247379457,108.83885061334229,106.25,101.95086705202311,60.82643203957304,44.947389319039104,63.460568353791835,52.62858535792638,44.034616532378394,60.16031380574742,38.23763501989767
2000-11-01,67.8,73.49,75.4,72.73,64.84,67.47,60.0071,102.48426625677811,102.18538055764883,105.38085255066387,108.95647790287349,105.8323732718894,105.10115606936417,60.82643203957304,44.867976970418894,63.39330755002523,52.68546355732511,43.86153387048641,62.019271766010064,38.357021034678795
2000-12-01,68.14,74.48,75.52,72.12,64.54,67.86,60.2182,102.84479740403911,102.69781461944237,105.5485674353599,108.45236094773989,107.25806451612905,104.21965317919076,61.040414381721796,45.09297862484283,63.49419875567512,52.44169984561632,44.45240226797971,61.49910463034025,38.578737919272314
2001-01-01,68.35,74.5,75.59,73.26,64.53,68.51,60.2182,102.84479740403911,103.01431801055013,105.64640111809925,108.43555704923543,107.286866359447,105.86705202312139,61.040414381721796,45.23195023492819,63.55305195897092,52.43357438855936,44.464339003282596,62.47122026093631,38.94826606026152
2001-02-01,68.58,75.73,75.95,73.03,64.77,69.16,60.2182,102.84479740403911,103.36096458176338,106.1495457721873,108.83885061334229,109.05817972350232,105.53468208092485,61.040414381721796,45.384157236450264,63.855725575920644,52.62858535792638,45.198448224410626,62.275091668798495,39.317794201250706
2001-03-01,68.09,75.23,76.82,73.67,65.18,68.8,59.9294,102.35156483497715,102.62245666917862,107.3654786862334,109.52781045202488,108.338133640553,106.45953757225432,60.74767113012275,45.05989014625108,64.58718681688246,52.96172909726173,44.900029841838254,62.82084079474717,39.11313246162592
2001-04-01,67.22,75.58,76.87,74.39,65.7,69.25,59.9294,102.35156483497715,101.3112283345893,107.43535988819008,110.40161317425643,108.84216589861751,107.5,60.74767113012275,44.48415061875454,64.6292248192366,53.38425286422361,45.10892270963891,63.43480856143942,39.36895963615691
2001-05-01,69.15,75.58,77.02,74.42,65.79,70.07,59.9294,102.35156483497715,104.22004521477018,107.64500349406009,110.55284826079652,108.84216589861751,107.54335260115606,60.74767113012275,45.76136589239626,64.75533882629897,53.457381977736254,45.10892270963891,63.46039055171826,39.835133598635586
2001-06-01,69.69,76.05,77.7,76.68,66.8,70.43,61.4651,104.97433926817811,105.0339110776187,108.59538784067087,112.25004200974627,109.51900921658986,110.8092485549133,62.30433945242415,46.11872146118721,65.32705565831513,54.278053140489156,45.38943598925693,65.38756715272449,40.039795338260376
2001-07-01,69.49,76.44,78.32,76.45,68.51,71.18,61.4651,104.97433926817811,104.73247927656368,109.46191474493361,115.12350865400774,110.08064516129032,110.47687861271676,62.30433945242415,45.98636754682019,65.8483268875063,55.66750629722923,45.62220232766338,65.19143856058669,40.466173962478685
2001-08-01,69.47,76.74,78.32,77.59,69.15,71.61,61.4651,104.97433926817811,104.70233609645818,109.46191474493361,116.19895815829273,110.5126728110599,112.12427745664739,62.30433945242415,45.97313215538349,65.8483268875063,56.187535548874635,45.801253357206804,66.16355419118275,40.71063104036384
2001-09-01,69.79,77.77,78.73,76.91,69.04,72.0,61.5748,105.16169249818539,105.18462697814621,110.03494060097833,116.01411527474374,111.99596774193547,111.14161849710982,62.41553728725938,46.18489841837072,66.19303850681017,56.09815552124808,46.41599522530587,65.58369574486228,40.93234792495736
2001-10-01,70.46,77.58,79.43,77.56,68.47,72.63,61.5748,105.16169249818539,106.1944235116805,111.0132774283718,115.05629305998993,111.72235023041475,112.08092485549133,62.41553728725938,46.62828403150022,66.78157053976796,55.63500446900138,46.30259623992837,66.1379722009039,41.29050596930073
2001-11-01,70.32,78.04,80.03,78.09,68.53,73.49,61.5748,105.16169249818539,105.98342125094197,111.85185185185188,115.15711645101665,112.38479262672811,112.84682080924856,62.41553728725938,46.53563629144331,67.28602656801749,55.68375721134314,46.577141151894956,66.58992069583014,41.77942012507106
2001-12-01,70.25,78.02,79.61,79.06,69.15,73.81,62.9571,107.52247982579735,105.87792012057274,111.2648497554158,116.19895815829273,112.35599078341014,114.2485549132948,63.81671109849675,46.48931242141486,66.93290734824281,56.187535548874635,46.56520441659205,67.41707171484609,41.961341671404206
2002-01-01,70.33,78.46,79.81,78.0,69.08,74.53,62.9571,107.52247982579735,105.99849284099474,111.54437456324249,116.08133086876155,112.98963133640552,112.71676300578035,63.81671109849675,46.542253987161665,67.10105935765934,56.13065734947591,46.827812593255736,66.5131747249936,42.37066515065378
2002-02-01,71.46,79.33,80.78,78.37,69.08,75.21,62.9571,107.52247982579735,107.70158251695554,112.90006988120196,116.08133086876155,114.24251152073732,113.25144508670519,63.81671109849675,47.29005360333531,67.91659660332941,56.13065734947591,47.34706057893166,66.82868593843268,42.757248436611704
2002-03-01,72.08,79.87,81.87,79.74,70.12,76.9,65.2743,111.47995388753682,108.63602110022607,114.42348008385746,117.82893631322469,115.02016129032259,115.23121387283236,66.16554995793335,47.700350737873066,68.83302505464941,56.9757048833997,47.66935243210982,67.99693016116653,43.71802160318363
2002-04-01,72.88,80.75,82.55,81.38,71.3,77.8,65.2743,111.47995388753682,109.84174830444613,115.3738644304682,119.81179633675012,116.28744239631337,117.60115606936414,66.16554995793335,48.22976639534113,69.40474188666555,57.93450881612091,48.194568785437184,69.39541229641,44.22967595224559
2002-05-01,73.98,81.56,83.81,81.74,71.36,79.21,65.2743,111.47995388753682,111.49962321024869,117.1348707197764,119.91261972777684,117.45391705069126,118.12138728323698,66.16554995793335,48.95771292435974,70.46409954598958,57.983261558462665,48.67800656520441,69.70239617975612,45.03126776577601
2002-06-01,74.48,82.04,83.98,83.34,72.51,80.08,66.8429,114.15891721104991,112.25320271288624,117.37246680642907,121.84506805578896,118.14516129032259,120.4335260115607,67.75556749414613,49.28859771027728,70.60702875399362,58.91768912001301,48.96448821247389,71.06676899462778,45.52586696986924
2002-07-01,75.24,82.73,84.68,83.46,75.04,81.03,66.8429,114.15891721104991,113.39864355689527,118.35080363382251,126.09645437741557,119.13882488479264,120.60693641618496,67.75556749414613,49.79154258487194,71.1955607869514,60.973429755423744,49.376305580423754,71.16909695574314,46.06594656054576
