date,house_price_at_purchase,down_payment,initial_loan_amount,mortgage_type,mortgage_term_years,mortgage_rate,mortgage_payment,mortgage_interest,mortgage_principal,mortgage_balance,house_price,owner_networth,year,rent,maintenance_cost,property_tax,structure_value,depreciation_cost,home_insurance_cost,owner_monthly_cost,purchase_cost,sale_cost,owner_monthly_unrecoverable_cost,scenario_id,city,portfolio_name,start_date,end_date,down_payment_pct,property_tax_rate,structure_ratio,sp500_return,tsx_return,rent_growth_mode,rent_control_rate,annual_move_probability,move_cost_multiplier,portfolio_return,portfolio_return_net,monthly_investment_cost,owner_total_cash_outflow,month_number,monthly_move_probability,random_move,renter_moves,actual_renter_rent,move_cost,renter_total_cash_outflow,monthly_savings_difference,renter_monthly_investment,renter_portfolio_value,renter_networth,wealth_difference,wealth_ratio,investment_fee,tax_drag
2017-08-01,318500,63700.0,254800.0,5-year fixed,5,0.0395999999999999,1397.4248092923503,542.0874833539295,855.3373259384208,163413.5970237372,776400,612986.4029762628,2017,1313.0,437.6666666666667,452.9,349380.0,291.15000000000003,194.1,1917.9041500205965,0.0,0.0,1917.9041500205965,6,Toronto,balanced,2005-01-01,2025-12-01,0.2,0.007,0.45,0.0005464328110855732,0.004490256803069137,controlled,0.025,0.08,1.8,0.002518344807077355,0.0022891781404106885,0.00022916666666666666,2579.141475959017,151,0.006666666666666667,0.23956189066697242,False,1263.5663922312935,0.0,1263.5663922312935,1315.5750837277235,1315.5750837277235,383283.9035640412,383283.9035640412,-229702.49941222166,0.6252730920344466,0.001,0.00175
2017-09-01,318500,63700.0,254800.0,5-year fixed,5,0.0395999999999999,1397.4248092923503,539.2648701783327,858.1599391140177,162555.4370846232,770000,607444.5629153769,2017,1313.0,437.6666666666667,449.1666666666667,346500.0,288.75,192.5,1907.348203511666,0.0,0.0,1907.348203511666,6,Toronto,balanced,2005-01-01,2025-12-01,0.2,0.007,0.45,0.019302978533243698,0.02780717727568538,controlled,0.025,0.08,1.8,0.02355507790446454,0.023325911237797873,0.00022916666666666666,2573.008142625684,152,0.006666666666666667,0.1448948720912231,False,1266.198822215109,0.0,1266.198822215109,1306.8093204105749,1306.8093204105749,393531.1591978633,393531.1591978633,-213913.40371751355,0.6478470353066378,0.001,0.00175
2017-10-01,318500,63700.0,254800.0,5-year fixed,5,0.0395999999999999,1397.4248092923503,536.4329423792565,860.9918669130939,161694.4452177101,768000,606305.5547822899,2017,1313.0,437.6666666666667,448.0,345600.0,288.0,192.0,1902.0996090459232,0.0,0.0,1902.0996090459232,6,Toronto,balanced,2005-01-01,2025-12-01,0.2,0.007,0.45,0.02218813533034969,0.024988966990514783,controlled,0.025,0.08,1.8,0.023588551160432236,0.02335938449376557,0.00022916666666666666,2571.091475959017,153,0.006666666666666667,0.489452760277563,False,1268.8367364280573,0.0,1268.8367364280573,1302.2547395309596,1302.2547395309596,404026.05959537445,404026.05959537445,-202279.49518691545,0.6663736731563522,0.001,0.00175
2017-11-01,318500,63700.0,254800.0,5-year fixed,5,0.0395999999999999,1397.4248092923503,533.5916692184433,863.8331400739071,160830.6120776362,764900,604069.3879223638,2017,1313.0,437.6666666666667,446.19166666666666,344205.0,286.83750000000003,191.225,1895.5125025517768,0.0,0.0,1895.5125025517768,6,Toronto,balanced,2005-01-01,2025-12-01,0.2,0.007,0.45,0.02808262766445857,0.002614566693290632,controlled,0.025,0.08,1.8,0.015348597178874601,0.015119430512207934,0.00022916666666666666,2568.120642625684,154,0.006666666666666667,0.9856504541106007,False,1271.480146295616,0.0,1271.480146295616,1296.6404963300681,1296.6404963300681,411431.34402487794,411431.34402487794,-192638.04389748588,0.6810994767338813,0.001,0.00175
2017-12-01,318500,63700.0,254800.0,5-year fixed,5,0.0395999999999999,1397.4248092923503,530.7410198561994,866.683789436151,159963.92828820006,762200,602236.0717118,2017,1313.0,437.6666666666667,444.61666666666673,342990.0,285.825,190.55,1889.3993531895328,0.0,0.0,1889.3993531895328,6,Toronto,balanced,2005-01-01,2025-12-01,0.2,0.007,0.45,0.009831630482604048,0.008812820911778374,controlled,0.025,0.08,1.8,0.009322225697191211,0.009093059030524544,0.00022916666666666666,2565.5331426256835,155,0.006666666666666667,0.2420552715115004,False,1274.1290632670652,0.0,1274.1290632670652,1291.4040793586182,1291.4040793586182,416463.9176024628,416463.9176024628,-185772.15410933713,0.6915293473184078,0.001,0.00175
2018-01-01,318500,63700.0,254800.0,5-year fixed,5,0.0395999999999999,1397.4248092923503,527.8809633510601,869.5438459412902,159094.38444225877,757500,598405.6155577413,2018,1378.0,459.3333333333333,441.875,340875.0,284.0625,189.375,1902.5267966843935,0.0,0.0,1902.5267966843935,6,Toronto,balanced,2005-01-01,2025-12-01,0.2,0.007,0.45,0.05617870444413309,-0.01587996865958008,controlled,0.025,0.08,1.8,0.020149367892276504,0.01992020122560984,0.00022916666666666666,2582.695642625684,156,0.006666666666666667,0.6721355474058786,False,1276.7834988155385,0.0,1276.7834988155385,1305.9121438101454,1305.9121438101454,426065.8747881198,426065.8747881198,-172339.74076962145,0.7120017989654175,0.001,0.00175
2018-02-01,318500,63700.0,254800.0,5-year fixed,5,0.0395999999999999,1397.4248092923503,525.0114686594538,872.4133406328965,158221.97110162588,752200,593978.0288983742,2018,1378.0,459.3333333333333,438.78333333333336,338490.0,282.075,188.05,1893.2531353261204,0.0,0.0,1893.2531353261204,6,Toronto,balanced,2005-01-01,2025-12-01,0.2,0.007,0.45,-0.03894737206189691,-0.03190882476475865,controlled,0.025,0.08,1.8,-0.03542809841332778,-0.03565726507999445,0.00022916666666666666,2577.616475959017,157,0.006666666666666667,0.7616196153287176,False,1279.443464438071,0.0,1279.443464438071,1298.173011520946,1298.173011520946,412171.70396078104,412171.70396078104,-181806.32493759313,0.6939174243956774,0.001,0.00175
2018-03-01,318500,63700.0,254800.0,5-year fixed,5,0.0395999999999999,1397.4248092923503,522.1325046353653,875.292304656985,157346.6787969689,752500,595153.3212030311,2018,1378.0,459.3333333333333,438.9583333333333,338625.0,282.1875,188.125,1890.736671302032,0.0,0.0,1890.736671302032,6,Toronto,balanced,2005-01-01,2025-12-01,0.2,0.007,0.45,-0.026884498624825115,-0.004882565872548317,controlled,0.025,0.08,1.8,-0.015883532248686716,-0.01611269891535338,0.00022916666666666666,2577.903975959017,158,0.006666666666666667,0.23763754399239967,False,1282.1089716556505,0.0,1282.1089716556505,1295.7950043033663,1295.7950043033663,406826.3003977362,406826.3003977362,-188327.02080529492,0.6835655383311742,0.001,0.00175
2018-04-01,318500,63700.0,254800.0,5-year fixed,5,0.0395999999999999,1397.4248092923503,519.2440400299972,878.1807692623531,156468.49802770655,754000,597531.5019722935,2018,1378.0,459.3333333333333,439.8333333333333,339300.0,282.75,188.5,1889.6607066966635,0.0,0.0,1889.6607066966635,6,Toronto,balanced,2005-01-01,2025-12-01,0.2,0.007,0.45,0.002718775131643536,0.015656621527529335,controlled,0.025,0.08,1.8,0.009187698329586436,0.008958531662919768,0.00022916666666666666,2579.341475959017,159,0.006666666666666667,0.7282163486118596,False,1284.7800320132667,0.0,1284.7800320132667,1294.5614439457502,1294.5614439457502,411765.42813510355,411765.42813510355,-185766.07383718994,0.6891108280918659,0.001,0.00175
2018-05-01,318500,63700.0,254800.0,5-year fixed,5,0.0395999999999999,1397.4248092923503,516.3460434914315,881.0787658009189,155587.41926190563,754800,599212.5807380944,2018,1378.0,459.3333333333333,440.3,339660.0,283.05,188.7,1887.7293768247648,0.0,0.0,1887.7293768247648,6,Toronto,balanced,2005-01-01,2025-12-01,0.2,0.007,0.45,0.021608341965291933,0.02906220567789397,controlled,0.025,0.08,1.8,0.025335273821592952,0.025106107154926286,0.00022916666666666666,2580.1081426256837,160,0.006666666666666667,0.3677831327192532,False,1287.4566570799611,0.0,1287.4566570799611,1292.6514855457226,1292.6514855457226,423395.9065821033,423395.9065821033,-175816.67415599112,0.7065871448502888,0.001,0.00175
