date,house_price_at_purchase,down_payment,initial_loan_amount,mortgage_type,mortgage_term_years,mortgage_rate,mortgage_payment,mortgage_interest,mortgage_principal,mortgage_balance,house_price,owner_networth,year,rent,maintenance_cost,property_tax,depreciation_cost,owner_monthly_cost,purchase_cost,sale_cost,owner_monthly_unrecoverable_cost
2013-05-01,236900,47380.0,189520.0,fixed,5,0.048,1099.6092770887833,604.7339139955405,494.87536309324275,150688.6031357919,363800,213111.3968642081,2013,862.0,287.3333333333333,303.1666666666667,303.1666666666667,1498.4005806622074,0.0,0.0,1498.4005806622074
2013-06-01,236900,47380.0,189520.0,fixed,5,0.048,1099.6092770887833,602.7544125431676,496.85486454561567,150191.7482712463,365000,214808.2517287537,2013,862.0,287.3333333333333,304.1666666666667,304.1666666666667,1498.4210792098345,0.0,0.0,1498.4210792098345
2013-07-01,236900,47380.0,189520.0,fixed,5,0.048,1099.6092770887833,600.7669930849852,498.8422840037981,149692.9059872425,366800,217107.0940127575,2013,862.0,287.3333333333333,305.6666666666667,305.6666666666667,1499.433659751652,0.0,0.0,1499.433659751652
2013-08-01,236900,47380.0,189520.0,fixed,5,0.048,1099.6092770887833,598.77162394897,500.83765313981326,149192.0683341027,368500,219307.9316658973,2013,862.0,287.3333333333333,307.0833333333333,307.0833333333333,1500.2716239489698,0.0,0.0,1500.2716239489698
2013-09-01,236900,47380.0,189520.0,fixed,5,0.048,1099.6092770887833,596.7682733364107,502.84100375237256,148689.22733035032,370800,222110.77266964968,2013,862.0,287.3333333333333,309.0,309.0,1502.1016066697441,0.0,0.0,1502.1016066697441
2013-10-01,236900,47380.0,189520.0,fixed,5,0.048,1099.6092770887833,594.7569093214013,504.852367767382,148184.37496258292,373200,225015.62503741708,2013,862.0,287.3333333333333,311.0,311.0,1504.0902426547345,0.0,0.0,1504.0902426547345
2013-11-01,236900,47380.0,189520.0,fixed,5,0.048,1099.6092770887833,592.7374998503317,506.8717772384516,147677.50318534448,375700,228022.49681465552,2013,862.0,287.3333333333333,313.0833333333333,313.0833333333333,1506.2374998503315,0.0,0.0,1506.2374998503315
2013-12-01,236900,47380.0,189520.0,fixed,5,0.048,1099.6092770887833,590.7100127413779,508.8992643474054,147168.60392099706,377000,229831.39607900294,2013,862.0,287.3333333333333,314.1666666666667,314.1666666666667,1506.3766794080448,0.0,0.0,1506.3766794080448
2014-01-01,236900,47380.0,189520.0,fixed,5,0.048,1099.6092770887833,588.6744156839883,510.934861404795,146657.66905959227,378400,231742.33094040773,2014,883.0,294.3333333333333,315.3333333333333,315.3333333333333,1513.6744156839882,0.0,0.0,1513.6744156839882
2014-02-01,236900,47380.0,189520.0,fixed,5,0.048,1099.6092770887833,586.6306762383691,512.9786008504142,146144.69045874185,380300,234155.30954125815,2014,883.0,294.3333333333333,316.9166666666667,316.9166666666667,1514.797342905036,0.0,0.0,1514.797342905036
2014-03-01,236900,47380.0,189520.0,fixed,5,0.048,1099.6092770887833,584.5787618349674,515.0305152538159,145629.65994348805,381000,235370.34005651195,2014,883.0,294.3333333333333,317.5,317.5,1513.9120951683008,0.0,0.0,1513.9120951683008
2014-04-01,236900,47380.0,189520.0,fixed,5,0.048,1099.6092770887833,582.5186397739523,517.090637314831,145112.56930617322,381900,236787.43069382678,2014,883.0,294.3333333333333,318.25,318.25,1513.3519731072856,0.0,0.0,1513.3519731072856
2014-05-01,236900,47380.0,189520.0,fixed,5,0.048,1099.6092770887833,580.4502772246929,519.1589998640904,144593.41030630912,383300,238706.58969369088,2014,883.0,294.3333333333333,319.4166666666667,319.4166666666667,1513.6169438913596,0.0,0.0,1513.6169438913596
2014-06-01,236900,47380.0,189520.0,fixed,5,0.048,1099.6092770887833,578.3736412252365,521.2356358635468,144072.17467044556,385200,241127.82532955444,2014,883.0,294.3333333333333,321.0,321.0,1514.7069745585698,0.0,0.0,1514.7069745585698
2014-07-01,236900,47380.0,189520.0,fixed,5,0.048,1099.6092770887833,576.2886986817822,523.3205784070011,143548.85409203856,386700,243151.14590796144,2014,883.0,294.3333333333333,322.25,322.25,1515.1220320151156,0.0,0.0,1515.1220320151156
2014-08-01,236900,47380.0,189520.0,fixed,5,0.048,1099.6092770887833,574.1954163681543,525.413860720629,143023.44023131792,388900,245876.55976868208,2014,883.0,294.3333333333333,324.0833333333333,324.0833333333333,1516.6954163681542,0.0,0.0,1516.6954163681542
2014-09-01,236900,47380.0,189520.0,fixed,5,0.048,1099.6092770887833,572.0937609252717,527.5155161635116,142495.9247151544,391300,248804.0752848456,2014,883.0,294.3333333333333,326.0833333333333,326.0833333333333,1518.5937609252715,0.0,0.0,1518.5937609252715
2014-10-01,236900,47380.0,189520.0,fixed,5,0.048,1099.6092770887833,569.9836988606176,529.6255782281658,141966.29913692625,394000,252033.70086307375,2014,883.0,294.3333333333333,328.3333333333333,328.3333333333333,1520.9836988606173,0.0,0.0,1520.9836988606173
2014-11-01,236900,47380.0,189520.0,fixed,5,0.048,1099.6092770887833,567.865196547705,531.7440805410783,141434.55505638517,396600,255165.44494361483,2014,883.0,294.3333333333333,330.5,330.5,1523.1985298810382,0.0,0.0,1523.1985298810382
2014-12-01,236900,47380.0,189520.0,fixed,5,0.048,1099.6092770887833,565.7382202255407,533.8710568632426,140900.68399952192,399300,258399.31600047808,2014,883.0,294.3333333333333,332.75,332.75,1525.571553558874,0.0,0.0,1525.571553558874
2015-01-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,464.97225719842226,574.4309996975196,140326.2529998244,401700,261373.7470001756,2015,907.0,302.3333333333333,334.75,334.75,1436.8055905317556,0.0,0.0,1436.8055905317556
2015-02-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,463.0766348994205,576.3266219965215,139749.92637782788,402900,263150.0736221721,2015,907.0,302.3333333333333,335.75,335.75,1436.9099682327537,0.0,0.0,1436.9099682327537
2015-03-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,461.1747570468319,578.22849984911,139171.69787797876,404900,265728.3021220212,2015,907.0,302.3333333333333,337.4166666666667,337.4166666666667,1438.3414237134987,0.0,0.0,1438.3414237134987
2015-04-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,459.26660299732987,580.136653898612,138591.56122408016,407500,268908.43877591984,2015,907.0,302.3333333333333,339.5833333333333,339.5833333333333,1440.7666029973298,0.0,0.0,1440.7666029973298
2015-05-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,457.35215203946444,582.0511048564774,138009.51011922368,410200,272190.4898807763,2015,907.0,302.3333333333333,341.8333333333333,341.8333333333333,1443.3521520394643,0.0,0.0,1443.3521520394643
2015-06-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,455.43138339343807,583.9718735025039,137425.53824572117,414100,276674.46175427886,2015,907.0,302.3333333333333,345.0833333333333,345.0833333333333,1447.931383393438,0.0,0.0,1447.931383393438
2015-07-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,453.50427621087977,585.8989806850622,136839.6392650361,418500,281660.3607349639,2015,907.0,302.3333333333333,348.75,348.75,1453.3376095442131,0.0,0.0,1453.3376095442131
2015-08-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,451.57080957461903,587.8324473213229,136251.80681771477,422900,286648.19318228523,2015,907.0,302.3333333333333,352.4166666666667,352.4166666666667,1458.7374762412858,0.0,0.0,1458.7374762412858
2015-09-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,449.63096249845864,589.7722943974833,135662.03452331727,426600,290937.96547668276,2015,907.0,302.3333333333333,355.5,355.5,1462.964295831792,0.0,0.0,1462.964295831792
2015-10-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,447.6847139269469,591.718542968995,135070.31598034827,430700,295629.68401965173,2015,907.0,302.3333333333333,358.9166666666667,358.9166666666667,1467.8513805936136,0.0,0.0,1467.8513805936136
2015-11-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,445.7320427351492,593.6712141607927,134476.64476618747,435100,300623.35523381253,2015,907.0,302.3333333333333,362.5833333333333,362.5833333333333,1473.232042735149,0.0,0.0,1473.232042735149
2015-12-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,443.7729277284186,595.6303291675233,133881.01443701994,439300,305418.98556298006,2015,907.0,302.3333333333333,366.0833333333333,366.0833333333333,1478.2729277284184,0.0,0.0,1478.2729277284184
2016-01-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,441.8073476421657,597.5959092537762,133283.41852776616,444300,311016.58147223387,2016,926.0,308.6666666666667,370.25,370.25,1490.9740143088325,0.0,0.0,1490.9740143088325
2016-02-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,439.8352811416283,599.5679757543137,132683.85055201183,450600,317916.14944798814,2016,926.0,308.6666666666667,375.5,375.5,1499.501947808295,0.0,0.0,1499.501947808295
2016-03-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,437.85670682163897,601.546550074303,132082.30400193753,457200,325117.6959980625,2016,926.0,308.6666666666667,381.0,381.0,1508.5233734883057,0.0,0.0,1508.5233734883057
2016-04-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,435.8716032063938,603.5316536895482,131478.772348248,464700,333221.227651752,2016,926.0,308.6666666666667,387.25,387.25,1519.0382698730605,0.0,0.0,1519.0382698730605
2016-05-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,433.87994874921833,605.5233081467236,130873.24904010126,473200,342326.75095989875,2016,926.0,308.6666666666667,394.3333333333333,394.3333333333333,1531.2132820825516,0.0,0.0,1531.2132820825516
2016-06-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,431.8817218323341,607.5215350636079,130265.72750503765,481000,350734.2724949623,2016,926.0,308.6666666666667,400.8333333333333,400.8333333333333,1542.2150551656673,0.0,0.0,1542.2150551656673
2016-07-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,429.8769007666242,609.5263561293177,129656.20114890832,488300,358643.79885109165,2016,926.0,308.6666666666667,406.9166666666667,406.9166666666667,1552.3769007666244,0.0,0.0,1552.3769007666244
2016-08-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,427.8654637913974,611.5377931045446,129044.66335580377,493100,364055.33664419624,2016,926.0,308.6666666666667,410.9166666666667,410.9166666666667,1558.3654637913976,0.0,0.0,1558.3654637913976
2016-09-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,425.8473890741524,613.5558678217895,128431.10748798198,498100,369668.89251201804,2016,926.0,308.6666666666667,415.0833333333333,415.0833333333333,1564.6807224074855,0.0,0.0,1564.6807224074855
2016-10-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,423.8226547103405,615.5806021856015,127815.52688579638,501200,373384.4731142036,2016,926.0,308.6666666666667,417.6666666666667,417.6666666666667,1567.8226547103407,0.0,0.0,1567.8226547103407
2016-11-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,421.791238723128,617.6120181728139,127197.91486762356,505200,378002.0851323764,2016,926.0,308.6666666666667,421.0,421.0,1572.4579053897946,0.0,0.0,1572.4579053897946
2016-12-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,419.7531190631577,619.6501378327841,126578.26472979078,508000,381421.7352702092,2016,926.0,308.6666666666667,423.3333333333333,423.3333333333333,1575.086452396491,0.0,0.0,1575.086452396491
2017-01-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,417.7082736083095,621.6949832876323,125956.56974650316,514800,388843.43025349686,2017,956.0,318.6666666666667,429.0,429.0,1594.3749402749763,0.0,0.0,1594.3749402749763
2017-02-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,415.65668016346035,623.7465767324816,125332.82316977068,527300,401967.17683022935,2017,956.0,318.6666666666667,439.4166666666667,439.4166666666667,1613.1566801634606,0.0,0.0,1613.1566801634606
2017-03-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,413.5983164602432,625.8049404356987,124707.01822933498,541000,416292.98177066504,2017,956.0,318.6666666666667,450.8333333333333,450.8333333333333,1633.9316497935765,0.0,0.0,1633.9316497935765
2017-04-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,411.53316015680537,627.8700967391366,124079.14813259584,547100,423020.8518674042,2017,956.0,318.6666666666667,455.9166666666667,455.9166666666667,1642.0331601568055,0.0,0.0,1642.0331601568055
2017-05-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,409.4611888375662,629.9420680583758,123449.20606453747,544800,421350.79393546254,2017,956.0,318.6666666666667,454.0,454.0,1636.127855504233,0.0,0.0,1636.127855504233
2017-06-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,407.3823800129736,632.0208768829683,122817.18518765451,540600,417782.8148123455,2017,956.0,318.6666666666667,450.5,450.5,1627.0490466796402,0.0,0.0,1627.0490466796402
2017-07-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,405.29671111925984,634.1065457766821,122183.07864187783,535500,413316.92135812214,2017,956.0,318.6666666666667,446.25,446.25,1616.4633777859265,0.0,0.0,1616.4633777859265
2017-08-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,403.2041595181968,636.1990973777451,121546.87954450009,533900,412353.1204554999,2017,956.0,318.6666666666667,444.9166666666667,444.9166666666667,1611.704159518197,0.0,0.0,1611.704159518197
2017-09-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,401.1047024968502,638.2985543990917,120908.58099010099,533400,412491.419009899,2017,956.0,318.6666666666667,444.5,444.5,1608.771369163517,0.0,0.0,1608.771369163517
2017-10-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,398.9983172673332,640.4049396286086,120268.17605047238,534400,414131.82394952764,2017,956.0,318.6666666666667,445.3333333333333,445.3333333333333,1608.3316506006665,0.0,0.0,1608.3316506006665
2017-11-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,396.88498096655877,642.5182759293832,119625.657774543,535600,415974.342225457,2017,956.0,318.6666666666667,446.3333333333333,446.3333333333333,1608.218314299892,0.0,0.0,1608.218314299892
2017-12-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,394.76467065599184,644.6385862399501,118981.01918830305,536700,417718.98081169697,2017,956.0,318.6666666666667,447.25,447.25,1607.9313373226585,0.0,0.0,1607.9313373226585
2018-01-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,392.6373633214,646.7658935745419,118334.2532947285,535100,416765.7467052715,2018,997.0,332.3333333333333,445.9166666666667,445.9166666666667,1616.8040299880668,0.0,0.0,1616.8040299880668
2018-02-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,390.503035872604,648.900221023338,117685.35307370516,533300,415614.64692629484,2018,997.0,332.3333333333333,444.4166666666667,444.4166666666667,1611.6697025392707,0.0,0.0,1611.6697025392707
2018-03-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,388.36166514322696,651.041591752715,117034.31148195245,532000,414965.68851804757,2018,997.0,332.3333333333333,443.3333333333333,443.3333333333333,1607.361665143227,0.0,0.0,1607.361665143227
2018-04-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,386.213227890443,653.1900290054989,116381.12145294694,530600,414218.8785470531,2018,997.0,332.3333333333333,442.1666666666667,442.1666666666667,1602.8798945571098,0.0,0.0,1602.8798945571098
2018-05-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,384.05770079472484,655.3455561012171,115725.77589684572,530300,414574.22410315427,2018,997.0,332.3333333333333,441.9166666666667,441.9166666666667,1600.2243674613917,0.0,0.0,1600.2243674613917
2018-06-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,381.8950604595908,657.5081964363511,115068.26770040937,529600,414531.7322995906,2018,997.0,332.3333333333333,441.3333333333333,441.3333333333333,1596.8950604595907,0.0,0.0,1596.8950604595907
2018-07-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,379.72528341135086,659.6779734845911,114408.58972692478,530100,415691.4102730752,2018,997.0,332.3333333333333,441.75,441.75,1595.558616744684,0.0,0.0,1595.558616744684
2018-08-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,377.5483460988517,661.8549107970903,113746.73481612769,529600,415853.2651838723,2018,997.0,332.3333333333333,441.3333333333333,441.3333333333333,1592.5483460988517,0.0,0.0,1592.5483460988517
2018-09-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,375.3642248932213,664.0390320027207,113082.69578412497,529100,416017.30421587505,2018,997.0,332.3333333333333,440.9166666666667,440.9166666666667,1589.530891559888,0.0,0.0,1589.530891559888
2018-10-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,373.17289608761234,666.2303608083296,112416.46542331664,528600,416183.53457668336,2018,997.0,332.3333333333333,440.5,440.5,1586.5062294209456,0.0,0.0,1586.5062294209456
2018-11-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,370.97433589694486,668.428920998997,111748.03650231764,525900,414151.96349768236,2018,997.0,332.3333333333333,438.25,438.25,1579.8076692302782,0.0,0.0,1579.8076692302782
2018-12-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,368.76852045764815,670.6347364382938,111077.40176587935,524400,413322.59823412064,2018,997.0,332.3333333333333,437.0,437.0,1575.1018537909815,0.0,0.0,1575.1018537909815
2019-01-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,366.5554258274018,672.8478310685401,110404.5539348108,519400,408995.4460651892,2019,1049.0,349.6666666666667,432.8333333333333,432.8333333333333,1581.888759160735,0.0,0.0,1581.888759160735
2019-02-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,364.3350279848756,675.0682289110664,109729.48570589973,513500,403770.5142941003,2019,1049.0,349.6666666666667,427.9166666666667,427.9166666666667,1569.8350279848758,0.0,0.0,1569.8350279848758
2019-03-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,362.10730282946906,677.2959540664729,109052.18975183326,510600,401547.81024816673,2019,1049.0,349.6666666666667,425.5,425.5,1562.7739694961358,0.0,0.0,1562.7739694961358
2019-04-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,359.8722261810497,679.5310307148923,108372.65872111837,510700,402327.34127888165,2019,1049.0,349.6666666666667,425.5833333333333,425.5833333333333,1560.705559514383,0.0,0.0,1560.705559514383
2019-05-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,357.62977377969054,681.7734831162513,107690.88523800211,511400,403709.1147619979,2019,1049.0,349.6666666666667,426.1666666666667,426.1666666666667,1559.6297737796906,0.0,0.0,1559.6297737796906
2019-06-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,355.3799212854069,684.023335610535,107006.86190239158,514400,407393.1380976084,2019,1049.0,349.6666666666667,428.6666666666667,428.6666666666667,1562.3799212854071,0.0,0.0,1562.3799212854071
2019-07-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,353.12264427789216,686.2806126180498,106320.58128977353,517200,410879.4187102265,2019,1049.0,349.6666666666667,431.0,431.0,1564.7893109445588,0.0,0.0,1564.7893109445588
2019-08-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,350.8579182562526,688.5453386396894,105632.03595113385,519500,413867.9640488662,2019,1049.0,349.6666666666667,432.9166666666667,432.9166666666667,1566.3579182562528,0.0,0.0,1566.3579182562528
2019-09-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,348.58571863874164,690.8175382572003,104941.21841287665,522300,417358.78158712335,2019,1049.0,349.6666666666667,435.25,435.25,1568.7523853054083,0.0,0.0,1568.7523853054083
2019-10-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,346.3060207624929,693.0972361334491,104248.12117674321,525600,421351.8788232568,2019,1049.0,349.6666666666667,438.0,438.0,1571.9726874291596,0.0,0.0,1571.9726874291596
2019-11-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,344.01879988325254,695.3844570126894,103552.73671973051,527800,424247.26328026946,2019,1049.0,349.6666666666667,439.8333333333333,439.8333333333333,1573.3521332165858,0.0,0.0,1573.3521332165858
2019-12-01,236900,47380.0,189520.0,fixed,5,0.039599999999999996,1039.403256895942,341.72403117511067,697.6792257208313,102855.05749400968,529800,426944.94250599033,2019,1049.0,349.6666666666667,441.5,441.5,1574.3906978417774,0.0,0.0,1574.3906978417774
2020-01-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,349.70719547963296,695.565356601478,102159.4921374082,531800,429640.50786259177,2020,1097.0,365.6666666666667,443.1666666666667,443.1666666666667,1601.7071954796331,0.0,0.0,1601.7071954796331
2020-02-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,347.3422732671879,697.930278813923,101461.56185859429,534200,432738.4381414057,2020,1097.0,365.6666666666667,445.1666666666667,445.1666666666667,1603.3422732671881,0.0,0.0,1603.3422732671881
2020-03-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,344.9693103192206,700.3032417618904,100761.25861683239,535300,434538.7413831676,2020,1097.0,365.6666666666667,446.0833333333333,446.0833333333333,1602.8026436525538,0.0,0.0,1602.8026436525538
2020-04-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,342.58827929723014,702.6842727838807,100058.57434404851,528000,427941.4256559515,2020,1097.0,365.6666666666667,440.0,440.0,1588.2549459638967,0.0,0.0,1588.2549459638967
2020-05-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,340.19915276976496,705.073399311346,99353.50094473717,531900,432546.49905526283,2020,1097.0,365.6666666666667,443.25,443.25,1592.3658194364316,0.0,0.0,1592.3658194364316
2020-06-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,337.8019032121064,707.4706488690044,98646.03029586817,542500,443853.9697041318,2020,1097.0,365.6666666666667,452.0833333333333,452.0833333333333,1607.6352365454397,0.0,0.0,1607.6352365454397
2020-07-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,335.3965030059518,709.8760490751591,97936.15424679301,555600,457663.845753207,2020,1097.0,365.6666666666667,463.0,463.0,1627.0631696726184,0.0,0.0,1627.0631696726184
2020-08-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,332.9829244390963,712.2896276420147,97223.86461915099,568300,471076.135380849,2020,1097.0,365.6666666666667,473.5833333333333,473.5833333333333,1645.8162577724295,0.0,0.0,1645.8162577724295
2020-09-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,330.5611397051134,714.7114123759975,96509.153206775,577200,480690.84679322504,2020,1097.0,365.6666666666667,481.0,481.0,1658.2278063717802,0.0,0.0,1658.2278063717802
2020-10-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,328.131120903035,717.1414311780759,95792.01177559691,584200,488407.9882244031,2020,1097.0,365.6666666666667,486.8333333333333,486.8333333333333,1667.4644542363683,0.0,0.0,1667.4644542363683
2020-11-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,325.6928400370295,719.5797120440814,95072.43206355283,592900,497827.56793644716,2020,1097.0,365.6666666666667,494.0833333333333,494.0833333333333,1679.5261733703628,0.0,0.0,1679.5261733703628
2020-12-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,323.2462690160796,722.0262830650313,94350.4057804878,602700,508349.5942195122,2020,1097.0,365.6666666666667,502.25,502.25,1693.4129356827464,0.0,0.0,1693.4129356827464
2021-01-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,320.7913796536585,724.4811724274524,93625.92460806035,616600,522974.07539193967,2021,1134.0,378.0,513.8333333333334,513.8333333333334,1726.4580463203251,0.0,0.0,1726.4580463203251
2021-02-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,318.3281436674052,726.9444084137058,92898.98019964664,634600,541701.0198003533,2021,1134.0,378.0,528.8333333333334,528.8333333333334,1753.994810334072,0.0,0.0,1753.994810334072
2021-03-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,315.8565326787986,729.4160194023123,92169.56418024433,654000,561830.4358197557,2021,1134.0,378.0,545.0,545.0,1783.8565326787987,0.0,0.0,1783.8565326787987
2021-04-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,313.3765182128307,731.8960338682803,91437.66814637605,664600,573162.331853624,2021,1134.0,378.0,553.8333333333334,553.8333333333334,1799.0431848794974,0.0,0.0,1799.0431848794974
2021-05-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,310.8880716976786,734.3844803834323,90703.28366599261,676200,585496.7163340074,2021,1134.0,378.0,563.5,563.5,1815.8880716976787,0.0,0.0,1815.8880716976787
2021-06-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,308.3911644643749,736.881387616736,89966.40227837587,685500,595533.5977216242,2021,1134.0,378.0,571.25,571.25,1828.891164464375,0.0,0.0,1828.891164464375
2021-07-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,305.885767746478,739.3867843346329,89227.01549404123,693100,603872.9845059587,2021,1134.0,378.0,577.5833333333334,577.5833333333334,1839.052434413145,0.0,0.0,1839.052434413145
2021-08-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,303.3718526797402,741.9006994013707,88485.11479463986,702600,614114.8852053601,2021,1134.0,378.0,585.5,585.5,1852.3718526797402,0.0,0.0,1852.3718526797402
2021-09-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,300.84939030177554,744.4231617793354,87740.69163286051,716800,629059.3083671394,2021,1134.0,378.0,597.3333333333334,597.3333333333334,1873.5160569684422,0.0,0.0,1873.5160569684422
2021-10-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,298.31835155172575,746.9542005293852,86993.73743233112,733200,646206.2625676689,2021,1134.0,378.0,611.0,611.0,1898.3183515517258,0.0,0.0,1898.3183515517258
2021-11-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,295.77870726992586,749.493844811185,86244.24358751994,750300,664055.75641248,2021,1134.0,378.0,625.25,625.25,1924.278707269926,0.0,0.0,1924.278707269926
2021-12-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,293.23042819756785,752.0421238835431,85492.2014636364,766400,680907.7985363636,2021,1134.0,378.0,638.6666666666666,638.6666666666666,1948.563761530901,0.0,0.0,1948.563761530901
2022-01-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,290.6734849763638,754.5990671047471,84737.60239653166,801800,717062.3976034684,2022,1214.0,404.6666666666667,668.1666666666666,668.1666666666666,2031.6734849763639,0.0,0.0,2031.6734849763639
2022-02-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,288.10784814820767,757.1647039329032,83980.43769259876,827600,743619.5623074012,2022,1214.0,404.6666666666667,689.6666666666666,689.6666666666666,2072.1078481482077,0.0,0.0,2072.1078481482077
2022-03-01,236900,47380.0,189520.0,fixed,5,0.0408,1045.272552081111,285.5334881548358,759.7390639262751,83220.69862867249,826900,743679.3013713275,2022,1214.0,404.6666666666667,689.0833333333334,689.0833333333334,2068.3668214881695,0.0,0.0,2068.3668214881695
